type,report,prompt_id,seed,block,rot_kind,angle_deg,image_path,file,condition,prompt_dir,prompt_sha1,rel_path,width_px,height_px,paper_L,paper_C,paper_hue_deg,paper_frac,paper_hex,ink_L,ink_C,ink_hue_deg,ink_frac,ink_hex,subject_frac,tonal_range,step_regularity,effective_steps,top2_mass_share,chroma_spread,sw1_L,sw1_C,sw1_hue_deg,sw1_share,sw1_hex,sw2_L,sw2_C,sw2_hue_deg,sw2_share,sw2_hex,sw3_L,sw3_C,sw3_hue_deg,sw3_share,sw3_hex,sw4_L,sw4_C,sw4_hue_deg,sw4_share,sw4_hex,sw5_L,sw5_C,sw5_hue_deg,sw5_share,sw5_hex,sw6_L,sw6_C,sw6_hue_deg,sw6_share,sw6_hex
baseline,benchmark_elf_brawler,elf_brawler,,None,None,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_elf_brawler\00_baseline_00001_.png,00_baseline_00001_.png,,,,,1024,1760,99.2043,0.1631,216.58,0.1796,#fcfdfd,2.7489,1.0861,25.93,0.1728,#0d0909,0.8277,70.555,10.2308,6,0.2548,73.3957,2.2961,0.8346,14.92,0.2027,#0b0808,36.2109,17.9213,252.72,0.0238,#375970,42.3857,74.2303,303.02,0.0053,#6350cc,54.4321,33.9262,116.63,0.0493,#7a884d,66.4577,53.907,60.19,0.0521,#e38d4e,72.8511,23.8414,70.88,0.0328,#d0ad8a
baseline,benchmark_tiefling_seed1337,tiefling,,None,None,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed1337\00_baseline_00001_.png,00_baseline_00001_.png,,,,,1024,1760,40.302,16.7917,265.75,0.069,#4b617a,6.9834,3.3365,352.07,0.3289,#1a1416,0.9332,81.9599,9.3615,6,0.2321,57.4009,3.464,2.3543,345.64,0.2111,#110b0e,14.3027,25.2768,319.86,0.0203,#341a3b,40.3712,37.2584,46.74,0.021,#904d34,46.7711,58.0162,309.1,0.0173,#835bbb,76.0135,35.3946,79.09,0.0203,#ddb57b,85.4238,0.6153,300.03,0.0062,#d6d5d6
baseline,benchmark_african_scientist,african_scientist,,None,None,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_african_scientist\00_baseline_00001_.png,00_baseline_00001_.png,,,,,1024,1760,83.6876,10.4192,74.4,0.1588,#decebe,8.0214,14.2652,283.1,0.2695,#0f172a,0.8194,87.6156,8.9086,5,0.2493,73.7505,3.3388,0.6313,9.42,0.0635,#0e0c0c,31.1242,20.0027,53.94,0.0248,#624231,42.4263,74.3818,302.9,0.0052,#6350cd,46.7952,28.5478,71.96,0.038,#8b6842,64.5018,15.1607,249.06,0.1858,#83a0b5,90.9543,17.8564,89.83,0.0157,#f3e4c3
baseline,benchmark_flag,flag,,None,None,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_flag\00_baseline_00001_.png,00_baseline_00001_.png,,,,,1024,1760,35.5331,58.053,28.27,0.2064,#a0212b,0.5333,0.1589,335.26,0.1928,#020202,0.7826,63.4535,5.041,6,0.5795,74.141,0.4199,0.1359,337.77,0.2369,#020102,7.9845,14.2806,283.1,0.3427,#0f172a,16.2185,18.8149,22.96,0.023,#411e1f,27.8314,43.6738,27.04,0.0312,#7b2125,42.4661,74.2769,303.06,0.0058,#6350cd,63.8734,18.8704,74.19,0.0127,#b0977b
baseline,benchmark_tiefling,tiefling,,None,None,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling\00_baseline_00001_.png,00_baseline_00001_.png,,,,,1024,1760,36.3434,45.0949,308.06,0.0451,#63478f,4.2477,3.1084,327.5,0.2926,#120d12,0.9809,82.8111,6.518,6,0.2294,72.2226,2.508,2.3073,330.32,0.2113,#0d080c,31.6665,30.6481,43.41,0.0181,#723b2b,42.6849,74.5299,303.07,0.0044,#6450ce,55.3013,39.3688,300.28,0.0124,#877bbf,71.4564,32.7642,74.4,0.014,#d1a876,85.3191,3.9651,267.8,0.0062,#d1d6dd
baseline,benchmark_tiefling_seed42,tiefling,,None,None,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling_seed42\00_baseline_00001_.png,00_baseline_00001_.png,,,,,1024,1760,35.3164,46.8288,308.08,0.0336,#61448e,5.1423,3.3763,333.5,0.2849,#151014,0.983,71.7303,10.3116,5,0.301,66.7295,4.2097,2.9725,335.18,0.2422,#130d11,21.4186,33.3827,312.97,0.0119,#422858,32.5032,20.0419,279.85,0.0588,#3f4c6b,40.4701,34.3699,49.76,0.0174,#8b5035,43.2192,69.7021,305.02,0.0062,#6e51c6,75.9401,27.9855,78.39,0.0177,#d7b689
baseline,benchmark_combat_robot,combat_robot,,None,None,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_combat_robot\00_baseline_00001_.png,00_baseline_00001_.png,,,,,1024,1760,54.7672,5.8661,297.89,0.0311,#84828c,2.5908,2.3428,281.31,0.4638,#08090e,0.9855,85.7269,11.0016,5,0.6486,72.9693,1.6834,1.4395,286.2,0.3496,#06060a,8.0419,14.2564,283.16,0.299,#0f172a,39.7333,29.5862,272.64,0.0096,#3a5f8e,42.5473,74.4089,303.08,0.0043,#6450cd,62.1537,15.7231,29.84,0.0052,#b38d89,87.4102,13.4356,212.6,0.0069,#bbe2e8
baseline,benchmark_preraphaelite_altar,preraphaelite_altar,,None,None,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_preraphaelite_altar\00_baseline_00001_.png,00_baseline_00001_.png,,,,,1024,1760,43.0392,17.5634,63.59,0.0529,#7b604c,3.9387,1.5427,54.89,0.2963,#110d0b,0.9533,70.1268,6.3925,5,0.5456,73.3545,3.2065,1.0489,66.0,0.2601,#0e0b09,8.083,14.2293,283.52,0.2855,#10172a,21.9596,34.4365,32.34,0.0351,#5f1f1b,42.5799,74.4034,303.13,0.0046,#6450cd,64.0169,17.3245,77.73,0.0167,#ad987d,73.3333,43.3542,75.15,0.0055,#dfab67
baseline,benchmark_troll_shaman,troll_shaman,,None,None,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_troll_shaman\00_baseline_00001_.png,00_baseline_00001_.png,,,,,1024,1760,98.3393,0.7741,94.04,0.2096,#fbfaf9,3.254,0.567,96.43,0.0933,#0c0c0a,0.8064,74.9491,6.4927,6,0.4472,73.9099,2.5912,0.3512,92.58,0.1086,#0a0909,8.0979,14.1518,283.07,0.3386,#0f172a,30.5398,18.447,58.2,0.0599,#5e4230,42.608,74.2611,303.28,0.0052,#6550cd,55.3563,40.1159,139.46,0.0408,#5b9156,77.5403,17.7317,117.98,0.0515,#bcc3a2
rotX,benchmark_african_scientist,african_scientist,,Block_2,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_african_scientist\rotations\Block_2_rotX_-30.0_00001_.png,Block_2_rotX_-30.0_00001_.png,,,,,1024,1760,81.894,6.5271,77.65,0.1475,#d4cac0,8.0041,14.2739,283.1,0.2685,#0f172a,0.8343,79.1505,4.5663,6,0.1537,75.8839,5.1329,1.6972,327.03,0.0846,#131013,20.3721,8.2752,54.9,0.0618,#3c2e27,34.7219,18.7833,69.72,0.0454,#654d36,43.0708,77.5811,305.07,0.0058,#6c4ed1,63.9231,15.1394,250.25,0.069,#829fb4,84.2834,22.2118,91.97,0.0126,#e1d1a9
rotX,benchmark_african_scientist,african_scientist,,Block_1,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_african_scientist\rotations\Block_1_rotX_+15.0_00001_.png,Block_1_rotX_+15.0_00001_.png,,,,,1024,1760,83.7162,7.1339,71.31,0.1671,#dbcfc4,7.4869,12.6158,283.39,0.3086,#101627,0.7703,83.2591,6.1536,6,0.2492,72.0411,3.4612,1.2483,316.92,0.0504,#0e0c0e,19.9941,12.4715,33.99,0.0356,#422a27,37.3303,21.6859,56.64,0.033,#73503b,44.0242,73.2894,301.1,0.0066,#6056d2,70.1464,14.0081,253.63,0.1988,#96afc3,86.7203,18.1651,94.48,0.0133,#e4d9b7
rotX,benchmark_african_scientist,african_scientist,,Block_1,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_african_scientist\rotations\Block_1_rotX_-15.0_00001_.png,Block_1_rotX_-15.0_00001_.png,,,,,1024,1760,82.9566,10.7188,84.49,0.1821,#d9cdbb,5.8261,2.3898,46.21,0.0509,#171210,0.7934,86.7904,10.7917,5,0.4472,78.3107,3.9957,0.1775,359.75,0.0518,#0e0e0e,8.031,14.2489,283.06,0.3384,#0f172a,18.967,16.0978,54.1,0.0432,#40291c,43.6203,78.4882,305.85,0.0061,#714ed2,56.4132,13.7767,217.01,0.1088,#688e95,90.7862,19.4731,87.9,0.0126,#f5e3c0
rotX,benchmark_african_scientist,african_scientist,,Block_1,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_african_scientist\rotations\Block_1_rotX_-30.0_00001_.png,Block_1_rotX_-30.0_00001_.png,,,,,1024,1760,76.6498,14.4461,91.76,0.1127,#c7bca3,8.0108,14.2606,283.15,0.2691,#0f172a,0.8985,79.8077,8.2036,5,0.409,69.977,8.0104,14.2645,283.15,0.2993,#0f172a,26.0204,26.0174,62.33,0.0495,#58361b,43.3111,78.4411,305.61,0.0054,#6f4dd2,43.5583,37.9736,68.88,0.0414,#8b5d2b,63.752,26.0815,99.06,0.1097,#a49b6c,87.8181,8.4642,85.59,0.0152,#e4dbcc
rotX,benchmark_african_scientist,african_scientist,,Block_1,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_african_scientist\rotations\Block_1_rotX_+30.0_00001_.png,Block_1_rotX_+30.0_00001_.png,,,,,1024,1760,87.394,3.5178,310.62,0.3245,#dddae0,4.3544,3.4444,37.56,0.0645,#150d0b,0.701,81.6139,11.0776,5,0.2721,72.5892,2.3572,1.2773,31.45,0.0775,#0c0807,32.6928,39.5059,59.08,0.0279,#753f16,43.4857,73.8665,301.63,0.0075,#6154d1,72.3833,26.5542,271.13,0.1946,#95b3e2,76.3344,50.9544,87.55,0.0308,#dcb85c,83.9711,27.6367,93.34,0.0318,#e2d19d
rotX,benchmark_african_scientist,african_scientist,,Block_2,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_african_scientist\rotations\Block_2_rotX_-15.0_00001_.png,Block_2_rotX_-15.0_00001_.png,,,,,1024,1760,82.5403,6.5059,76.01,0.1947,#d6ccc2,6.4931,2.4592,36.15,0.0648,#181312,0.7679,85.735,8.5658,5,0.5667,77.2642,3.6597,0.739,4.36,0.063,#0f0d0d,8.0004,14.2731,283.1,0.3487,#0f172a,17.5619,9.5252,47.24,0.0383,#382721,43.5722,78.0032,305.79,0.0061,#704ed2,66.0847,13.4046,241.09,0.218,#87a5b5,89.3947,16.2809,90.68,0.007,#ede0c2
rotX,benchmark_african_scientist,african_scientist,,Block_2,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_african_scientist\rotations\Block_2_rotX_+15.0_00001_.png,Block_2_rotX_+15.0_00001_.png,,,,,1024,1760,80.0038,5.5221,62.01,0.2516,#cfc4bd,7.2001,3.9867,40.45,0.0848,#1b1412,0.7661,84.9896,9.6709,5,0.2578,72.9767,2.8853,0.5116,339.82,0.0734,#0b0a0b,16.1933,11.8381,44.98,0.0403,#37231d,43.7684,27.1594,70.25,0.0486,#83613d,43.7773,73.4883,301.43,0.0063,#6155d1,64.7101,15.8755,245.65,0.1844,#80a2b6,87.8749,19.1835,88.16,0.0216,#ecdbb8
rotX,benchmark_african_scientist,african_scientist,,Block_2,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_african_scientist\rotations\Block_2_rotX_+30.0_00001_.png,Block_2_rotX_+30.0_00001_.png,,,,,1024,1760,79.178,2.9562,80.24,0.2245,#c7c4bf,6.2631,2.5105,37.62,0.1121,#181312,0.7873,81.9929,9.2466,5,0.4967,73.6654,3.502,0.6614,339.83,0.1057,#0e0c0d,8.0401,14.2401,283.05,0.3417,#0f172a,15.9313,10.0302,50.12,0.0495,#34241d,43.5854,74.3268,301.55,0.0061,#6054d2,59.7317,15.3007,242.01,0.1549,#7395a7,85.4949,19.9291,86.24,0.0222,#e7d4b0
rotX,benchmark_african_scientist,african_scientist,,Block_3,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_african_scientist\rotations\Block_3_rotX_-30.0_00001_.png,Block_3_rotX_-30.0_00001_.png,,,,,1024,1760,84.5804,10.6577,86.48,0.1552,#ddd2bf,6.2277,3.7511,56.68,0.0699,#19130f,0.7823,75.4123,8.5357,6,0.4851,77.6072,2.7893,0.3356,86.29,0.0614,#0b0a09,7.9905,14.2788,283.1,0.3414,#0f172a,14.6302,11.7322,55.68,0.0337,#322118,43.2307,77.9427,305.25,0.0063,#6d4ed1,61.4511,13.3098,197.99,0.1436,#769b9b,78.2016,25.9836,84.48,0.0182,#d8be92
rotX,benchmark_african_scientist,african_scientist,,Block_3,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_african_scientist\rotations\Block_3_rotX_+30.0_00001_.png,Block_3_rotX_+30.0_00001_.png,,,,,1024,1760,78.0909,5.345,61.85,0.2398,#cabfb8,6.9168,2.1381,33.38,0.0994,#191414,0.7874,85.002,11.8787,5,0.5215,73.3779,3.0421,1.0209,334.3,0.0877,#0d0a0c,8.0765,14.2296,282.99,0.3436,#0f172a,43.5168,74.3987,301.45,0.0061,#6054d2,60.5333,20.2246,249.51,0.1779,#6d97b3,64.2578,40.6158,78.2,0.0271,#bf9554,88.0441,25.527,87.89,0.0172,#f1dbad
rotX,benchmark_african_scientist,african_scientist,,Block_4,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_african_scientist\rotations\Block_4_rotX_-30.0_00001_.png,Block_4_rotX_-30.0_00001_.png,,,,,1024,1760,85.75,6.439,78.77,0.2597,#ded5cb,5.8326,3.1989,38.01,0.0788,#181110,0.7599,75.8077,7.7536,5,0.4687,77.1973,3.0485,0.7285,334.31,0.0759,#0c0b0c,8.0037,14.2687,283.09,0.3519,#0f172a,16.5115,13.0399,49.84,0.0417,#39241b,43.2099,77.9258,305.18,0.0064,#6d4ed1,62.5955,14.0898,226.2,0.1167,#799da9,78.8562,28.7125,84.93,0.0359,#dbc08e
rotX,benchmark_african_scientist,african_scientist,,Block_3,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_african_scientist\rotations\Block_3_rotX_-15.0_00001_.png,Block_3_rotX_-15.0_00001_.png,,,,,1024,1760,80.4123,8.6789,82.91,0.2396,#d0c6b8,6.7855,3.5862,49.82,0.0653,#1a1411,0.7504,81.4022,8.064,5,0.4617,77.7657,3.3691,0.666,54.75,0.0614,#0e0c0b,7.9891,14.2787,283.1,0.3564,#0f172a,18.2574,12.0842,52.36,0.0427,#3b281f,43.7031,78.4316,306.12,0.0063,#724ed2,60.1853,13.7705,223.75,0.1052,#7397a1,84.7714,18.037,89.07,0.0198,#e2d2b2
rotX,benchmark_african_scientist,african_scientist,,Block_3,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_african_scientist\rotations\Block_3_rotX_+15.0_00001_.png,Block_3_rotX_+15.0_00001_.png,,,,,1024,1760,81.0046,8.307,68.95,0.1658,#d5c7bb,7.3196,11.7496,283.66,0.3288,#101625,0.816,85.1551,8.8622,5,0.5084,72.4366,3.5395,0.7285,335.58,0.0702,#0e0c0d,8.0338,14.2487,283.08,0.3296,#0f172a,17.2209,10.3106,49.71,0.0411,#37271f,44.0514,73.165,301.0,0.0057,#6056d2,63.0574,15.6003,249.49,0.1789,#7e9db2,88.6945,20.102,87.48,0.0117,#f0ddb9
rotX,benchmark_african_scientist,african_scientist,,Block_4,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_african_scientist\rotations\Block_4_rotX_+15.0_00001_.png,Block_4_rotX_+15.0_00001_.png,,,,,1024,1760,84.1028,8.5647,73.93,0.1595,#ddd0c2,8.0516,14.2449,283.03,0.2696,#0f172a,0.8124,76.7901,8.2541,5,0.5004,72.5032,3.4412,0.5601,139.06,0.0811,#0c0d0c,8.023,14.251,283.05,0.3303,#0f172a,16.1363,10.958,55.26,0.0469,#35251c,43.8951,73.0633,301.06,0.0059,#6056d1,63.1745,15.705,237.88,0.1701,#799eb0,80.2313,21.3236,86.46,0.0163,#d9c5a0
rotX,benchmark_african_scientist,african_scientist,,Block_4,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_african_scientist\rotations\Block_4_rotX_-15.0_00001_.png,Block_4_rotX_-15.0_00001_.png,,,,,1024,1760,83.6693,5.8095,84.04,0.2782,#d7d0c6,6.3433,3.4423,43.85,0.0694,#191310,0.7287,83.6209,12.4904,4,0.506,77.1176,3.1115,0.4715,3.01,0.0649,#0c0b0b,8.0071,14.2722,283.09,0.3674,#0f172a,42.8488,29.3688,76.74,0.0366,#7e6036,43.3959,77.5891,305.34,0.0069,#6e4ed1,65.8714,14.3498,236.04,0.1386,#83a5b5,86.7324,19.1164,87.32,0.018,#e9d7b5
rotX,benchmark_african_scientist,african_scientist,,Block_4,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_african_scientist\rotations\Block_4_rotX_+30.0_00001_.png,Block_4_rotX_+30.0_00001_.png,,,,,1024,1760,81.8218,7.8726,88.33,0.2191,#d2cbbd,5.7437,2.4897,90.51,0.0974,#14130e,0.7874,77.3468,12.2926,5,0.5022,73.2317,2.6641,1.2028,159.27,0.085,#070b09,7.9968,14.2718,283.06,0.3402,#0f172a,43.5917,74.4345,301.43,0.0059,#6055d2,55.5404,14.666,205.2,0.1621,#638c8f,57.421,37.799,79.42,0.0326,#a98448,80.0109,28.0302,85.85,0.0272,#ddc392
rotX,benchmark_african_scientist,african_scientist,,Block_5,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_african_scientist\rotations\Block_5_rotX_-30.0_00001_.png,Block_5_rotX_-30.0_00001_.png,,,,,1024,1760,85.5834,4.1567,53.28,0.1442,#ded4d0,8.0813,14.263,283.04,0.2702,#0f172a,0.8622,78.8665,3.2879,6,0.2494,74.7477,7.1226,3.0758,38.13,0.1045,#1a1513,28.6541,23.8843,51.86,0.0332,#603a27,43.2244,77.8235,305.18,0.0056,#6d4ed1,56.1586,30.4246,261.27,0.145,#548cba,73.3003,41.6425,87.91,0.044,#cfb167,85.9892,24.836,93.23,0.0405,#e6d6a8
rotX,benchmark_african_scientist,african_scientist,,Block_5,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_african_scientist\rotations\Block_5_rotX_-15.0_00001_.png,Block_5_rotX_-15.0_00001_.png,,,,,1024,1760,83.2166,8.0087,63.07,0.1686,#dccdc2,8.044,14.2559,283.08,0.2698,#0f172a,0.8345,88.1376,14.5463,4,0.4042,75.4539,5.0527,1.4202,350.87,0.0785,#131011,8.053,14.244,283.08,0.3234,#0f172a,43.2947,76.8741,305.14,0.0056,#6d4fd0,46.4211,25.6629,70.35,0.0508,#896846,58.4658,23.1587,259.56,0.0809,#6991b4,93.1903,10.7378,89.83,0.0155,#f4ebd7
rotX,benchmark_african_scientist,african_scientist,,Block_6,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_african_scientist\rotations\Block_6_rotX_-30.0_00001_.png,Block_6_rotX_-30.0_00001_.png,,,,,1024,1760,75.1335,21.8437,312.53,0.134,#c7b1d7,7.9977,14.276,283.08,0.2683,#0f172a,0.3658,69.8897,12.2736,5,0.7421,116.2125,7.9941,14.2761,283.09,0.7302,#0f172a,42.4038,74.5356,302.71,0.0119,#6250cd,49.9682,67.8441,334.92,0.0002,#c243a9,50.4395,118.5086,319.3,0.001,#c300ff,56.6763,45.8317,163.98,0.0006,#119b71,77.8839,2.2961,290.37,0.0009,#c0c0c4
rotX,benchmark_african_scientist,african_scientist,,Block_5,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_african_scientist\rotations\Block_5_rotX_+15.0_00001_.png,Block_5_rotX_+15.0_00001_.png,,,,,1024,1760,80.4775,10.2375,80.2,0.2054,#d3c6b5,4.5701,0.602,314.47,0.0534,#100f10,0.8076,87.2373,9.1943,5,0.466,72.6927,4.1748,0.7719,286.24,0.0629,#0e0f10,8.001,14.2676,283.08,0.332,#0f172a,21.0236,11.5846,50.13,0.0468,#412e26,43.4813,73.4646,301.65,0.0058,#6154d0,60.1157,15.2001,216.37,0.134,#6e98a0,91.4121,18.703,89.32,0.0166,#f5e5c3
rotX,benchmark_african_scientist,african_scientist,,Block_6,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_african_scientist\rotations\Block_6_rotX_+15.0_00001_.png,Block_6_rotX_+15.0_00001_.png,,,,,1024,1760,75.1223,46.7781,95.5,0.0583,#ccb961,2.3734,3.7321,66.96,0.0863,#100700,0.956,78.0998,11.255,5,0.4386,70.4766,1.7904,2.9539,62.71,0.0847,#0d0500,7.9857,14.2804,283.1,0.2809,#0f172a,33.3854,18.0361,160.04,0.1576,#335644,43.6612,73.4306,301.58,0.005,#6155d1,47.4945,24.4575,111.85,0.0895,#6f744a,79.8902,54.5392,94.9,0.0124,#ddc65d
rotX,benchmark_african_scientist,african_scientist,,Block_5,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_african_scientist\rotations\Block_5_rotX_+30.0_00001_.png,Block_5_rotX_+30.0_00001_.png,,,,,1024,1760,80.9373,12.5594,75.38,0.1453,#d8c6b3,7.3699,11.9506,282.65,0.3285,#101626,0.8475,87.8062,5.9672,6,0.2896,72.9527,4.1431,1.4009,272.22,0.0696,#0d0f11,16.1148,15.7092,45.18,0.0358,#3b2219,43.4064,74.3536,301.75,0.006,#6154d1,61.0547,14.3054,213.08,0.22,#729aa1,71.8561,43.0244,82.58,0.0135,#d2aa61,91.9493,19.8223,89.18,0.0073,#f8e6c2
rotX,benchmark_african_scientist,african_scientist,,Block_6,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_african_scientist\rotations\Block_6_rotX_-15.0_00001_.png,Block_6_rotX_-15.0_00001_.png,,,,,1024,1760,87.7741,20.2444,306.19,0.1312,#e5d6fb,7.9988,14.2712,283.07,0.2685,#0f172a,0.8375,86.4334,10.1722,6,0.4645,69.8222,7.9939,14.273,283.09,0.3199,#0f172a,43.5509,76.9177,304.81,0.0057,#6d50d1,51.7375,28.4012,321.29,0.0143,#936f9a,59.1656,45.4918,299.1,0.0625,#8f84d4,78.0851,32.8493,300.59,0.1446,#c6b9f6,94.4273,7.0955,312.26,0.0075,#f4ecf9
rotX,benchmark_african_scientist,african_scientist,,Block_6,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_african_scientist\rotations\Block_6_rotX_+30.0_00001_.png,Block_6_rotX_+30.0_00001_.png,,,,,1024,1760,18.2326,26.0033,93.39,0.0398,#352c00,0.7584,1.9823,35.87,0.4067,#080100,0.9369,66.3739,7.7902,5,0.5273,73.7162,0.3349,0.7824,40.52,0.2405,#030100,7.9871,14.2789,283.09,0.2869,#0f172a,9.6746,15.631,68.68,0.0273,#281700,28.9107,38.0784,85.75,0.0036,#564100,43.4076,74.4986,301.58,0.0051,#6054d1,66.7088,13.6844,170.72,0.0005,#89a99e
rotX,benchmark_combat_robot,combat_robot,,Block_1,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_combat_robot\rotations\Block_1_rotX_-15.0_00001_.png,Block_1_rotX_-15.0_00001_.png,,,,,1024,1760,28.4383,13.5507,264.5,0.0495,#334558,4.4109,1.6975,244.25,0.483,#0c1012,0.9484,90.2197,13.6724,5,0.5696,77.1806,1.8448,0.717,238.12,0.2698,#050708,8.1843,14.2419,282.46,0.2998,#0f182a,42.2591,28.8424,264.13,0.0124,#356893,43.4831,77.8976,305.68,0.0053,#704ed1,77.2535,28.7921,235.38,0.0051,#78caea,92.0645,8.0257,92.46,0.0118,#eee8d9
rotX,benchmark_combat_robot,combat_robot,,Block_2,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_combat_robot\rotations\Block_2_rotX_-30.0_00001_.png,Block_2_rotX_-30.0_00001_.png,,,,,1024,1760,29.6333,10.7111,294.56,0.0356,#454455,3.2048,1.9293,297.19,0.4518,#0c0b0f,0.9482,73.2002,11.5382,6,0.3329,117.6221,1.8805,1.3216,297.37,0.3227,#07060a,37.3745,29.5383,265.28,0.002,#265c87,42.4412,74.0747,303.2,0.0047,#6450cc,50.5524,118.0908,319.42,0.0005,#c302fe,69.3431,39.5194,250.44,0.0056,#46b4ec,75.0807,0.4688,116.81,0.0102,#b9b9b8
rotX,benchmark_combat_robot,combat_robot,,Block_1,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_combat_robot\rotations\Block_1_rotX_-30.0_00001_.png,Block_1_rotX_-30.0_00001_.png,,,,,1024,1760,66.5394,16.2974,112.35,0.0431,#a2a487,7.9754,14.2376,283.13,0.269,#0f172a,0.9765,75.2424,7.9835,5,0.4013,70.6915,7.9768,14.2561,283.1,0.2759,#0f172a,24.1859,21.1753,75.7,0.0949,#4a361a,25.102,17.2605,106.18,0.1254,#3d3d22,43.241,78.0081,305.29,0.0052,#6d4ed1,57.7877,29.418,116.71,0.0148,#84905c,83.2192,7.3166,114.54,0.007,#cfd1c3
rotX,benchmark_combat_robot,combat_robot,,Block_2,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_combat_robot\rotations\Block_2_rotX_+15.0_00001_.png,Block_2_rotX_+15.0_00001_.png,,,,,1024,1760,21.8867,2.8078,296.76,0.092,#353438,2.9403,2.2516,283.93,0.462,#0a0a0f,0.8927,86.1302,14.4389,5,0.6299,72.823,1.1949,1.1253,287.6,0.2871,#040407,8.1258,14.2236,283.04,0.3427,#0f172a,44.0469,73.3147,300.85,0.0055,#5f57d2,49.7825,27.0487,269.51,0.0155,#5579a4,83.5558,22.9621,213.0,0.0055,#95dce7,87.3251,0.4917,99.42,0.0043,#dbdbda
rotX,benchmark_combat_robot,combat_robot,,Block_2,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_combat_robot\rotations\Block_2_rotX_-15.0_00001_.png,Block_2_rotX_-15.0_00001_.png,,,,,1024,1760,36.1174,13.5798,273.98,0.0593,#4a556a,2.7658,1.6972,282.88,0.3716,#090a0e,0.9426,83.1373,15.2734,4,0.2999,115.0905,1.9273,1.1548,283.93,0.2928,#06070a,42.4687,74.5603,302.8,0.0045,#6250cd,42.7252,28.5487,269.03,0.0071,#3f6794,53.1529,116.2453,321.8,0.0005,#d406fd,81.0914,25.0197,214.76,0.004,#88d6e3,85.0646,4.709,92.05,0.0061,#d8d4cc
