type,report,prompt_id,seed,block,rot_kind,angle_deg,image_path,file,condition,prompt_dir,prompt_sha1,rel_path,width_px,height_px,paper_L,paper_C,paper_hue_deg,paper_frac,paper_hex,ink_L,ink_C,ink_hue_deg,ink_frac,ink_hex,subject_frac,tonal_range,step_regularity,effective_steps,top2_mass_share,chroma_spread,sw1_L,sw1_C,sw1_hue_deg,sw1_share,sw1_hex,sw2_L,sw2_C,sw2_hue_deg,sw2_share,sw2_hex,sw3_L,sw3_C,sw3_hue_deg,sw3_share,sw3_hex,sw4_L,sw4_C,sw4_hue_deg,sw4_share,sw4_hex,sw5_L,sw5_C,sw5_hue_deg,sw5_share,sw5_hex,sw6_L,sw6_C,sw6_hue_deg,sw6_share,sw6_hex
rotX,benchmark_preraphaelite_altar,preraphaelite_altar,,Block_2,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_preraphaelite_altar\rotations\Block_2_rotX_+30.0_00001_.png,Block_2_rotX_+30.0_00001_.png,,,,,1024,1760,36.4296,20.1549,63.15,0.0778,#6d5039,5.2554,2.9703,15.29,0.3088,#171010,0.9365,71.9235,11.6579,4,0.5343,72.7491,3.9021,1.557,2.86,0.2409,#110d0e,8.0234,14.1473,283.65,0.2933,#10172a,15.8054,30.2202,24.68,0.0372,#4c1217,19.4295,16.44,51.69,0.0586,#42291d,43.554,74.3061,301.39,0.0053,#6055d2,75.8257,42.0635,77.35,0.0101,#e3b36f
rotX,benchmark_preraphaelite_altar,preraphaelite_altar,,Block_3,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_preraphaelite_altar\rotations\Block_3_rotX_-30.0_00001_.png,Block_3_rotX_-30.0_00001_.png,,,,,1024,1760,40.2432,16.4225,73.8,0.075,#6f5b45,7.1693,2.5202,40.17,0.2219,#1a1514,0.944,60.6741,6.3371,5,0.2775,77.6751,6.6537,1.4663,47.19,0.2019,#171413,19.4634,28.2471,34.82,0.0756,#521f19,29.566,17.376,307.01,0.0233,#4c415b,34.4213,43.8899,36.02,0.0337,#8b362a,43.5972,79.1414,305.93,0.005,#714dd3,67.3278,44.6293,69.55,0.0114,#d49858
rotX,benchmark_preraphaelite_altar,preraphaelite_altar,,Block_3,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_preraphaelite_altar\rotations\Block_3_rotX_+15.0_00001_.png,Block_3_rotX_+15.0_00001_.png,,,,,1024,1760,36.6523,28.0133,57.7,0.0585,#774c31,5.1416,2.3081,47.37,0.3533,#15100e,0.9642,70.8128,7.4982,6,0.3382,71.7272,3.8051,1.4497,46.3,0.2895,#100d0b,8.882,17.6901,24.05,0.0486,#2f0f0f,34.8558,43.3323,31.77,0.0108,#8d3530,43.9908,73.1768,301.18,0.005,#6156d2,55.3587,45.2623,65.2,0.0104,#b5773d,74.6179,28.1082,82.21,0.0167,#d1b485
rotX,benchmark_preraphaelite_altar,preraphaelite_altar,,Block_3,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_preraphaelite_altar\rotations\Block_3_rotX_-15.0_00001_.png,Block_3_rotX_-15.0_00001_.png,,,,,1024,1760,60.4541,22.845,81.79,0.0323,#a68f6a,5.0238,2.1063,49.49,0.3139,#14100e,0.9814,68.8106,8.3802,5,0.5238,76.9731,3.908,1.1254,60.24,0.244,#100d0c,8.1106,14.1654,283.55,0.2798,#10172a,17.5536,29.3235,33.29,0.0595,#4e1a15,31.3345,44.3813,37.11,0.0283,#822e22,43.5103,78.0985,305.82,0.0051,#704ed2,72.7186,38.6367,73.89,0.0064,#daaa6f
rotX,benchmark_preraphaelite_altar,preraphaelite_altar,,Block_3,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_preraphaelite_altar\rotations\Block_3_rotX_+30.0_00001_.png,Block_3_rotX_+30.0_00001_.png,,,,,1024,1760,55.2755,39.0153,67.03,0.0449,#ae7946,4.9157,3.0323,37.62,0.2713,#160f0d,0.9734,74.3346,7.7057,6,0.302,72.4335,4.0166,2.082,39.21,0.2323,#120d0b,24.4091,35.5319,28.55,0.0698,#682222,34.9967,21.5729,305.89,0.0357,#594d6e,43.6816,74.5155,301.35,0.0052,#6055d2,70.9574,50.7834,71.12,0.0091,#e1a155,78.3512,10.7057,100.67,0.0037,#c6c2ae
rotX,benchmark_preraphaelite_altar,preraphaelite_altar,,Block_4,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_preraphaelite_altar\rotations\Block_4_rotX_-30.0_00001_.png,Block_4_rotX_-30.0_00001_.png,,,,,1024,1760,66.7988,22.9003,82.33,0.0382,#b79f7a,6.269,1.5982,26.68,0.2862,#171313,0.9757,75.0257,11.2467,5,0.3007,77.5906,5.4207,0.754,359.9,0.2483,#131112,18.3945,35.1914,32.49,0.0512,#571513,30.7484,51.6274,34.93,0.0524,#88231c,43.289,78.3445,305.35,0.0049,#6e4ed2,44.6969,27.9669,303.21,0.017,#706391,80.4464,25.8042,82.6,0.0073,#dfc498
rotX,benchmark_preraphaelite_altar,preraphaelite_altar,,Block_4,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_preraphaelite_altar\rotations\Block_4_rotX_-15.0_00001_.png,Block_4_rotX_-15.0_00001_.png,,,,,1024,1760,63.7602,24.9171,78.82,0.0311,#b2966f,5.7119,2.512,41.39,0.3276,#171210,0.9838,75.2739,11.0293,5,0.2947,77.0918,4.0339,1.0236,49.56,0.2311,#100e0d,20.6995,35.5476,31.99,0.0532,#5d1b18,30.1194,16.1864,68.39,0.0636,#584330,34.5144,17.9137,311.79,0.0171,#5a4c66,43.6363,78.1154,305.84,0.0051,#714ed2,79.3079,31.9087,85.7,0.0061,#dec189
rotX,benchmark_preraphaelite_altar,preraphaelite_altar,,Block_4,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_preraphaelite_altar\rotations\Block_4_rotX_+15.0_00001_.png,Block_4_rotX_+15.0_00001_.png,,,,,1024,1760,35.2162,14.1774,81.6,0.1085,#5e513d,4.8421,2.1843,42.82,0.3316,#140f0e,0.895,71.0741,7.8991,6,0.3339,71.788,3.8494,1.4643,33.29,0.2946,#110d0c,12.2893,21.64,32.29,0.0393,#3a1410,37.0162,45.5153,37.97,0.0193,#933b2c,44.0103,73.2522,301.08,0.0055,#6056d2,66.9803,18.3775,84.58,0.0154,#b3a182,74.9235,44.3018,74.7,0.0069,#e4af6a
rotX,benchmark_preraphaelite_altar,preraphaelite_altar,,Block_4,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_preraphaelite_altar\rotations\Block_4_rotX_+30.0_00001_.png,Block_4_rotX_+30.0_00001_.png,,,,,1024,1760,38.1879,13.3873,95.75,0.092,#605a44,7.289,3.4984,63.36,0.2847,#1a1511,0.9199,68.9021,11.6991,5,0.3168,71.0638,6.8217,3.3471,70.17,0.2799,#191410,15.6182,20.3719,40.38,0.0338,#3f1d15,37.8658,52.8568,39.29,0.037,#9c3825,38.3956,21.1424,307.8,0.0161,#625475,43.559,74.4108,301.58,0.0053,#6054d2,75.7237,43.9558,71.75,0.0063,#eab06e
rotX,benchmark_preraphaelite_altar,preraphaelite_altar,,Block_5,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_preraphaelite_altar\rotations\Block_5_rotX_-30.0_00001_.png,Block_5_rotX_-30.0_00001_.png,,,,,1024,1760,65.9094,12.6588,56.58,0.0482,#b49b8e,7.1213,3.1576,59.8,0.2685,#1a1512,0.9797,74.576,10.5586,6,0.267,75.7804,5.8275,2.3716,67.86,0.2148,#16120f,14.1132,27.9108,32.0,0.0521,#451310,43.2556,78.1519,305.32,0.005,#6d4ed2,48.8303,45.7124,34.41,0.0171,#b7574a,54.0742,39.2667,59.94,0.0209,#b17347,80.4035,17.1252,78.45,0.0129,#dac4a9
rotX,benchmark_preraphaelite_altar,preraphaelite_altar,,Block_5,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_preraphaelite_altar\rotations\Block_5_rotX_+15.0_00001_.png,Block_5_rotX_+15.0_00001_.png,,,,,1024,1760,40.9478,19.2408,67.7,0.0674,#765c44,3.7128,1.6973,60.35,0.2502,#100d0a,0.9362,69.0789,8.6618,5,0.5274,72.2744,3.2379,1.5324,60.54,0.2401,#0f0b09,8.0268,14.2572,283.22,0.2873,#0f172a,14.5355,27.1704,30.7,0.0503,#451412,43.5311,73.8068,301.81,0.0052,#6254d0,60.0647,20.275,74.16,0.0194,#a78c6f,72.3168,44.3029,72.36,0.0083,#dfa764
rotX,benchmark_preraphaelite_altar,preraphaelite_altar,,Block_5,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_preraphaelite_altar\rotations\Block_5_rotX_-15.0_00001_.png,Block_5_rotX_-15.0_00001_.png,,,,,1024,1760,68.0494,20.325,72.93,0.0323,#bda183,7.5677,2.0467,49.9,0.3126,#191614,0.9821,74.1369,11.563,5,0.2913,76.3883,5.7097,1.2153,68.87,0.2265,#141211,13.3955,22.2382,28.44,0.0648,#3e1615,27.7553,36.8786,30.16,0.057,#722a27,41.0208,15.0707,313.72,0.0143,#6a5c73,43.5104,77.6036,305.44,0.0049,#6f4ed1,79.8466,25.8288,81.41,0.0066,#dfc297
rotX,benchmark_preraphaelite_altar,preraphaelite_altar,,Block_5,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_preraphaelite_altar\rotations\Block_5_rotX_+30.0_00001_.png,Block_5_rotX_+30.0_00001_.png,,,,,1024,1760,34.716,11.1447,62.14,0.1149,#604e42,4.9108,1.1861,32.58,0.3204,#131010,0.8546,70.6204,7.0707,5,0.343,73.7044,3.4901,0.6326,20.02,0.2849,#0e0c0c,14.6708,28.4296,26.52,0.0581,#471214,28.0257,45.1884,30.07,0.0167,#7c2122,43.4061,74.337,301.77,0.0054,#6154d1,47.8927,20.7651,62.09,0.014,#8c6b53,74.1105,48.9111,72.03,0.0083,#e8aa60
rotX,benchmark_preraphaelite_altar,preraphaelite_altar,,Block_6,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_preraphaelite_altar\rotations\Block_6_rotX_-30.0_00001_.png,Block_6_rotX_-30.0_00001_.png,,,,,1024,1760,65.6375,37.4964,303.65,0.1115,#a995d7,7.9915,14.2792,283.1,0.2682,#0f172a,0.3331,66.7029,11.6863,4,0.8152,116.8062,7.9825,14.2786,283.09,0.8027,#0f172a,42.5624,74.8408,302.71,0.0125,#6250ce,50.4395,118.5086,319.3,0.0011,#c300ff,54.3958,73.1432,335.93,0.0002,#d648b7,57.7071,46.8118,163.64,0.0006,#119e72,74.6854,1.7024,273.75,0.001,#b6b8bb
rotX,benchmark_preraphaelite_altar,preraphaelite_altar,,Block_6,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_preraphaelite_altar\rotations\Block_6_rotX_+15.0_00001_.png,Block_6_rotX_+15.0_00001_.png,,,,,1024,1760,25.2374,30.1365,86.31,0.0594,#4a3a0b,2.2292,3.3013,89.77,0.4544,#0c0800,0.9473,77.1839,10.3936,5,0.3966,71.1446,1.6134,2.4105,94.6,0.3732,#080600,14.9447,30.9738,46.6,0.0234,#461700,26.6601,49.9005,48.22,0.0095,#732502,40.0828,40.2999,85.91,0.0133,#745b18,43.8346,73.5551,301.34,0.005,#6155d2,78.7973,60.5549,88.1,0.0037,#e6bf4d
rotX,benchmark_preraphaelite_altar,preraphaelite_altar,,Block_6,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_preraphaelite_altar\rotations\Block_6_rotX_-15.0_00001_.png,Block_6_rotX_-15.0_00001_.png,,,,,1024,1760,37.317,26.85,309.73,0.0385,#635079,8.0218,14.3274,283.63,0.2725,#0f172a,0.9331,61.1559,7.7382,5,0.3468,65.214,7.9646,14.3089,283.28,0.2894,#0f172a,15.9455,38.0608,319.7,0.0512,#3e164b,30.2779,40.7879,337.94,0.0146,#742c60,33.1339,39.1575,301.11,0.0574,#4f4583,43.297,77.0039,304.79,0.005,#6c4fd1,69.1205,11.7899,19.76,0.0075,#c0a2a2
rotX,benchmark_preraphaelite_altar,preraphaelite_altar,,Block_6,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_preraphaelite_altar\rotations\Block_6_rotX_+30.0_00001_.png,Block_6_rotX_+30.0_00001_.png,,,,,1024,1760,7.9916,14.2803,283.1,0.2682,#0f172a,0.6715,2.3203,26.52,0.3439,#090100,0.7329,72.9558,5.771,6,0.2845,75.4214,0.5209,1.9268,24.54,0.2788,#070000,22.0571,39.8253,300.98,0.0002,#332c68,42.5998,74.5355,303.04,0.0057,#6450cd,52.9785,77.1919,287.21,0.0006,#017aff,59.5252,48.5074,163.07,0.0003,#11a375,73.4767,1.7705,273.18,0.0004,#b3b5b8
rotX,benchmark_tiefling,tiefling,,Block_1,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling\rotations\Block_1_rotX_-15.0_00001_.png,Block_1_rotX_-15.0_00001_.png,,,,,1024,1760,30.7104,8.0904,264.44,0.0832,#404955,6.7732,1.4493,338.7,0.293,#171416,0.8629,77.6961,7.335,6,0.2911,76.3488,5.6727,1.2176,314.08,0.2761,#131214,31.6326,35.4924,51.22,0.009,#733b20,43.3733,77.5664,305.39,0.0056,#6e4ed1,51.5469,41.0581,309.64,0.0124,#8c6db1,74.2204,40.8784,82.39,0.015,#d8b16c,83.3687,1.4157,12.65,0.0048,#d3cfcf
rotX,benchmark_tiefling,tiefling,,Block_2,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling\rotations\Block_2_rotX_-30.0_00001_.png,Block_2_rotX_-30.0_00001_.png,,,,,1024,1760,35.6008,15.3617,57.93,0.0372,#674f3f,5.5874,1.4888,347.06,0.4675,#141213,0.9641,67.412,10.0593,4,0.5509,76.9599,3.5645,1.1251,19.87,0.2619,#0f0c0c,8.0398,14.3039,284.27,0.289,#10172a,30.9202,25.486,308.53,0.0118,#524168,41.4665,15.3506,342.02,0.0101,#765a6a,43.4809,78.085,305.58,0.0048,#6f4ed2,70.9764,18.4388,83.23,0.0071,#bfab8d
rotX,benchmark_tiefling,tiefling,,Block_1,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling\rotations\Block_1_rotX_+15.0_00001_.png,Block_1_rotX_+15.0_00001_.png,,,,,1024,1760,49.6108,59.3456,311.16,0.0374,#9060c3,4.804,2.5291,327.83,0.3186,#130f13,0.9844,72.4042,8.8155,5,0.2927,69.6854,3.9505,2.1875,324.96,0.2784,#100d10,21.4237,47.5227,310.2,0.0108,#41236a,35.7705,25.6662,49.71,0.0117,#764936,43.4444,71.8729,306.66,0.0095,#744fc8,72.6562,43.3509,75.44,0.0143,#dca965,76.3547,6.6518,165.79,0.0054,#b1c0b9
rotX,benchmark_tiefling,tiefling,,Block_1,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling\rotations\Block_1_rotX_-30.0_00001_.png,Block_1_rotX_-30.0_00001_.png,,,,,1024,1760,57.2415,32.1009,95.36,0.0502,#978951,7.981,14.1767,283.32,0.2704,#0f172a,0.92,58.0355,11.9283,3,0.3708,64.064,7.9788,14.2269,283.22,0.2925,#0f172a,39.9539,15.2225,66.16,0.0783,#705a48,40.3993,29.7685,93.05,0.0723,#6c5f2e,43.3435,78.2909,305.61,0.0051,#6f4ed2,61.6355,14.3709,9.16,0.0119,#af8c91,66.0143,43.2852,92.56,0.0093,#b59f51
rotX,benchmark_tiefling,tiefling,,Block_1,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling\rotations\Block_1_rotX_+30.0_00001_.png,Block_1_rotX_+30.0_00001_.png,,,,,1024,1760,86.175,0.8539,233.96,0.0984,#d6d8d9,6.8633,2.756,47.47,0.1728,#191412,0.9292,70.7649,9.9143,5,0.1958,70.5307,3.9197,1.6728,36.74,0.1372,#110d0c,33.0046,14.8642,310.48,0.0586,#55495f,40.3293,36.0478,76.45,0.0247,#7b5924,42.2389,71.5472,303.24,0.0227,#6450c8,52.831,31.0532,299.31,0.0355,#8077ad,74.6846,1.0165,15.74,0.0462,#bab7b7
rotX,benchmark_tiefling,tiefling,,Block_2,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling\rotations\Block_2_rotX_-15.0_00001_.png,Block_2_rotX_-15.0_00001_.png,,,,,1024,1760,24.9294,6.642,297.69,0.0392,#3c3a44,4.8233,3.1666,348.19,0.3219,#150f12,0.9491,68.3113,8.5399,5,0.3347,76.9384,2.4099,1.858,336.63,0.1859,#0c080b,16.2005,16.626,43.13,0.0585,#3d2119,16.8935,18.3799,290.57,0.1488,#242842,27.1792,36.2325,306.52,0.015,#49366d,43.777,78.7964,306.02,0.0051,#724ed3,70.7212,23.7812,83.2,0.0145,#c2aa82
rotX,benchmark_tiefling,tiefling,,Block_2,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling\rotations\Block_2_rotX_+15.0_00001_.png,Block_2_rotX_+15.0_00001_.png,,,,,1024,1760,31.5621,49.1642,308.81,0.0482,#593a87,3.482,2.1654,349.35,0.2722,#110b0d,0.9776,77.2598,8.3038,6,0.2684,56.0404,2.8928,2.0552,354.54,0.2501,#0f090b,15.3072,36.5561,314.26,0.0183,#36184c,36.631,30.4576,51.05,0.0153,#7c4931,45.8652,58.0956,303.84,0.0139,#745dbe,74.3376,39.2123,80.83,0.0147,#d9b170,80.1526,8.188,236.21,0.0058,#b7cad3
rotX,benchmark_tiefling,tiefling,,Block_2,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling\rotations\Block_2_rotX_+30.0_00001_.png,Block_2_rotX_+30.0_00001_.png,,,,,1024,1760,33.6453,14.0022,56.26,0.0643,#614a3d,2.7683,1.2953,312.29,0.2909,#0b0a0c,0.9027,62.1405,7.8978,5,0.5583,73.4512,1.8802,1.1215,306.05,0.2595,#080609,7.983,14.2678,283.24,0.2987,#0f172a,17.5952,9.0516,46.17,0.0644,#372822,43.5433,74.5727,301.29,0.0051,#5f55d2,47.8003,33.9588,314.43,0.0117,#86659b,64.0207,20.306,85.82,0.0115,#ab9977
rotX,benchmark_tiefling,tiefling,,Block_3,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling\rotations\Block_3_rotX_-30.0_00001_.png,Block_3_rotX_-30.0_00001_.png,,,,,1024,1760,23.0452,10.7196,56.54,0.0733,#44332a,2.437,0.9171,0.93,0.3805,#0b0809,0.896,66.7284,12.472,5,0.7005,77.6899,2.1855,0.8023,357.72,0.3976,#0a0708,7.9643,14.2765,283.43,0.3029,#0f172a,43.2282,41.9851,312.76,0.0102,#7b5799,43.343,78.4922,305.19,0.0052,#6d4ed2,61.8032,28.6993,312.42,0.0055,#a68bbb,68.914,30.3699,80.94,0.0151,#c3a472
rotX,benchmark_tiefling,tiefling,,Block_3,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling\rotations\Block_3_rotX_-15.0_00001_.png,Block_3_rotX_-15.0_00001_.png,,,,,1024,1760,62.6586,17.2468,72.67,0.0303,#ac947b,3.9131,2.8037,317.21,0.2991,#100d11,0.9878,75.4555,15.4909,3,0.5747,76.4356,3.4512,2.7678,307.94,0.2805,#0e0b11,8.0078,13.9441,283.21,0.2943,#101729,43.5092,34.6538,309.33,0.0166,#755c93,43.5477,78.2952,305.7,0.005,#704ed2,46.5252,25.2798,62.71,0.0139,#8d6649,78.9067,1.8596,82.37,0.0077,#c5c3c0
rotX,benchmark_tiefling,tiefling,,Block_3,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling\rotations\Block_3_rotX_+15.0_00001_.png,Block_3_rotX_+15.0_00001_.png,,,,,1024,1760,38.4926,51.4274,310.78,0.0531,#6f489a,3.851,2.2282,331.86,0.2767,#110c10,0.9833,76.3729,10.2389,5,0.3179,63.924,3.477,2.1324,335.32,0.2697,#100b0e,34.6108,18.8344,273.95,0.0483,#40526f,43.8791,41.1557,51.77,0.0144,#9b5633,45.8902,66.0565,311.37,0.013,#8853c1,57.633,42.1234,298.03,0.0154,#8982cb,79.8499,39.2539,84.1,0.0191,#e5c17d
rotX,benchmark_tiefling,tiefling,,Block_3,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling\rotations\Block_3_rotX_+30.0_00001_.png,Block_3_rotX_+30.0_00001_.png,,,,,1024,1760,44.1519,55.8487,311.76,0.0338,#8153ae,2.8652,1.5273,330.51,0.2688,#0d090c,0.985,74.7233,6.1755,6,0.2843,60.934,2.4423,1.3337,323.35,0.2431,#0b080b,20.2496,16.7016,46.2,0.0413,#462a20,28.833,41.1981,318.52,0.0099,#5e326f,43.4409,38.6559,62.6,0.0096,#905a2e,52.1009,62.2677,306.9,0.0115,#8d68d2,77.1656,46.5444,82.58,0.019,#e3b868
rotX,benchmark_tiefling,tiefling,,Block_4,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling\rotations\Block_4_rotX_-15.0_00001_.png,Block_4_rotX_-15.0_00001_.png,,,,,1024,1760,44.7117,62.8686,307.86,0.0531,#7b55bd,5.2839,2.6871,341.92,0.3445,#151013,0.9634,80.7948,9.3141,6,0.2888,74.1835,3.5862,2.2241,343.68,0.2718,#110b0e,23.5172,48.0349,312.26,0.017,#4a266e,36.2032,34.7079,52.74,0.0103,#7e4729,42.261,76.4076,306.32,0.0058,#6f4bcb,74.6655,49.6712,76.75,0.0122,#e5ae5e,84.3811,4.4579,83.06,0.0041,#d7d2ca
rotX,benchmark_tiefling,tiefling,,Block_4,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling\rotations\Block_4_rotX_-30.0_00001_.png,Block_4_rotX_-30.0_00001_.png,,,,,1024,1760,51.8973,75.1624,308.86,0.0465,#9360e1,5.5207,2.2582,334.64,0.3037,#151114,0.9645,86.4191,12.7572,5,0.2658,75.2663,1.8358,1.3745,315.98,0.1753,#080609,17.7349,19.5577,286.55,0.0905,#222a46,19.613,15.0593,48.52,0.0773,#422a1f,40.6574,76.6408,307.29,0.0198,#6e45c5,49.0379,52.0309,63.83,0.0094,#a96422,88.2549,43.8792,89.51,0.0176,#fadb89
rotX,benchmark_tiefling,tiefling,,Block_4,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling\rotations\Block_4_rotX_+15.0_00001_.png,Block_4_rotX_+15.0_00001_.png,,,,,1024,1760,27.1189,13.0103,276.13,0.1129,#374054,5.0841,3.138,359.66,0.3668,#160f11,0.866,83.0992,7.6468,5,0.3669,72.7637,3.7715,2.5115,354.15,0.336,#120c0e,23.3177,32.633,316.4,0.031,#4a2b59,44.1598,73.5654,300.67,0.0055,#5f57d3,48.6989,44.7299,49.01,0.0127,#ae5e3c,75.1287,30.6065,77.68,0.0143,#d8b382,86.8706,0.8017,89.5,0.0041,#dad9d8
rotX,benchmark_tiefling,tiefling,,Block_4,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling\rotations\Block_4_rotX_+30.0_00001_.png,Block_4_rotX_+30.0_00001_.png,,,,,1024,1760,48.7947,56.5673,314.06,0.0305,#925db9,5.7182,1.6454,11.16,0.3539,#151212,0.9804,77.9844,9.1435,5,0.3043,64.9423,4.3649,1.3461,10.22,0.2696,#120e0f,18.3312,27.7278,323.79,0.0152,#412045,22.8529,15.6564,52.55,0.0347,#4a3124,33.1143,42.404,318.62,0.0196,#693b7b,50.6083,66.2884,305.53,0.0075,#8564d5,82.3493,26.5231,86.4,0.019,#e2ca9b
rotX,benchmark_tiefling,tiefling,,Block_5,rotX,-30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling\rotations\Block_5_rotX_-30.0_00001_.png,Block_5_rotX_-30.0_00001_.png,,,,,1024,1760,52.5017,35.2928,58.02,0.0656,#aa704b,8.698,4.8484,18.5,0.209,#201717,0.9679,82.0032,10.2635,5,0.1834,72.6807,5.4901,2.7618,20.52,0.1346,#171111,36.2444,75.4424,309.97,0.0342,#6a37b4,39.046,34.9189,288.39,0.0488,#4b5992,58.0074,42.1111,63.93,0.0215,#bb7e49,80.6143,51.8325,103.71,0.0099,#d0cc67,87.4933,10.4045,115.11,0.0107,#daddc9
rotX,benchmark_tiefling,tiefling,,Block_5,rotX,30.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling\rotations\Block_5_rotX_+30.0_00001_.png,Block_5_rotX_+30.0_00001_.png,,,,,1024,1760,34.3253,30.5902,307.91,0.0384,#5b4877,8.0921,14.3426,283.7,0.2733,#10172a,0.9704,80.6951,6.5861,6,0.1678,71.7019,3.8644,2.7149,316.68,0.1502,#100d11,18.9934,24.0034,309.39,0.01,#362749,24.6402,17.4598,38.07,0.0122,#53322b,43.5334,74.4168,302.03,0.0046,#6254d1,69.5202,36.8191,75.25,0.0176,#cea269,84.5594,3.4139,216.46,0.0042,#ccd5d7
rotX,benchmark_tiefling,tiefling,,Block_5,rotX,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling\rotations\Block_5_rotX_+15.0_00001_.png,Block_5_rotX_+15.0_00001_.png,,,,,1024,1760,35.4398,34.3231,310.07,0.0475,#61487e,6.254,3.4105,316.91,0.3076,#161317,0.9682,75.1906,7.5873,6,0.2256,70.7945,3.9936,2.6081,319.25,0.2103,#100d11,32.8573,30.4408,44.08,0.0062,#753f2d,43.7106,73.4026,301.45,0.0049,#6155d1,54.8607,32.9151,304.85,0.0098,#8c7ab2,71.8965,33.8807,75.82,0.0152,#d2a975,79.1842,4.8832,227.46,0.0051,#bac6cb
rotX,benchmark_tiefling,tiefling,,Block_5,rotX,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_tiefling\rotations\Block_5_rotX_-15.0_00001_.png,Block_5_rotX_-15.0_00001_.png,,,,,1024,1760,31.454,21.0555,286.35,0.0694,#41496a,6.5424,4.7344,351.42,0.3364,#1b1216,0.9023,76.4364,6.9148,6,0.2453,75.0508,3.7018,3.1184,356.88,0.212,#130b0e,23.3558,37.4981,317.82,0.0241,#4d285e,31.3967,25.1115,46.53,0.0334,#6b3f2e,43.4697,78.1692,305.25,0.0052,#6e4ed2,70.1285,36.3783,72.59,0.02,#d2a36d,80.1382,7.562,29.36,0.0074,#d6c2c0
