prompt_id,seed,condition,cond_tag,block_name,angle_label,angle_deg,image_path,run_id,file,prompt_dir,prompt_sha1,rel_path,width_px,height_px,paper_L,paper_C,paper_hue_deg,paper_frac,paper_hex,ink_L,ink_C,ink_hue_deg,ink_frac,ink_hex,subject_frac,tonal_range,step_regularity,effective_steps,top2_mass_share,chroma_spread,sw1_L,sw1_C,sw1_hue_deg,sw1_share,sw1_hex,sw2_L,sw2_C,sw2_hue_deg,sw2_share,sw2_hex,sw3_L,sw3_C,sw3_hue_deg,sw3_share,sw3_hex,sw4_L,sw4_C,sw4_hue_deg,sw4_share,sw4_hex,sw5_L,sw5_C,sw5_hue_deg,sw5_share,sw5_hex,sw6_L,sw6_C,sw6_hue_deg,sw6_share,sw6_hex
P02,2718281,B1_neg,B1_neg_high,B1,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B1_neg_high_00001_.png,100.0,P02_s2718281_B1_neg_high_00001_.png,,7919c95fcf,P02_s2718281_B1_neg_high_00001_.png,1024,1280,88.0155,11.2794,101.99,0.1131,#e1ddc8,7.2282,1.6524,70.3,0.2063,#181614,0.8609,74.5723,12.4773,5,0.3515,31.5455,5.3651,1.2738,55.6,0.1822,#141110,44.1352,32.8192,49.75,0.0467,#945a40,55.6958,25.7472,123.06,0.0354,#7b8b5f,58.5166,13.8231,82.0,0.0574,#9a8b75,72.0965,24.49,68.5,0.0252,#d0aa88,79.9373,11.7267,187.78,0.1693,#accdc9
P02,2718281,B1_neg,B1_neg_low,B1,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B1_neg_low_00001_.png,101.0,P02_s2718281_B1_neg_low_00001_.png,,7919c95fcf,P02_s2718281_B1_neg_low_00001_.png,1024,1280,87.8781,13.9853,90.87,0.0986,#e7dcc2,5.524,1.7958,85.02,0.2042,#14120f,0.8915,78.7919,15.3077,5,0.4097,34.1203,3.9441,1.3127,74.25,0.191,#100e0b,48.6259,35.433,46.08,0.0311,#a5624a,55.4462,33.1452,82.34,0.015,#9e814b,58.0472,25.7257,123.37,0.0594,#819265,75.8116,24.2377,57.38,0.0147,#e0b196,82.736,10.9575,180.28,0.2187,#b7d4ce
P02,2718281,B1_neg,B1_neg_mid,B1,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B1_neg_mid_00001_.png,102.0,P02_s2718281_B1_neg_mid_00001_.png,,7919c95fcf,P02_s2718281_B1_neg_mid_00001_.png,1024,1280,86.757,13.5478,89.44,0.1014,#e4d8c0,7.8104,2.4145,82.85,0.2145,#191714,0.8972,75.3716,15.12,5,0.3945,32.4869,5.9846,1.9537,71.43,0.1898,#161310,47.5519,34.4407,47.2,0.038,#a16047,53.7443,24.4251,126.64,0.077,#74875e,53.9951,32.956,81.63,0.0136,#9a7d48,76.0025,24.0753,62.13,0.016,#deb395,81.3562,11.7203,182.71,0.2047,#b1d1cb
P02,2718281,B1_pos,B1_pos_high,B1,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B1_pos_high_00001_.png,103.0,P02_s2718281_B1_pos_high_00001_.png,,7919c95fcf,P02_s2718281_B1_pos_high_00001_.png,1024,1280,88.7077,12.5496,89.41,0.131,#e9dec7,4.4036,1.8189,70.14,0.1776,#120f0c,0.8357,82.9429,16.7294,4,0.3411,37.5169,2.6095,1.1519,48.82,0.1746,#0c0907,50.7665,38.6688,44.82,0.0413,#b0654c,52.4922,24.8039,134.38,0.0692,#6a855e,56.438,37.3737,76.2,0.0233,#a98048,68.3688,17.4697,61.15,0.052,#c0a18c,85.5523,10.9353,176.23,0.1664,#c0dcd4
P02,2718281,B1_pos,B1_pos_low,B1,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B1_pos_low_00001_.png,104.0,P02_s2718281_B1_pos_low_00001_.png,,7919c95fcf,P02_s2718281_B1_pos_low_00001_.png,1024,1280,87.3997,12.4525,89.7,0.1058,#e5dac4,5.064,1.599,85.77,0.194,#12110e,0.8792,80.6381,14.7211,5,0.3713,31.9441,3.6818,1.1422,73.99,0.1865,#0f0d0b,47.9487,33.0863,45.72,0.0377,#a1624b,50.9976,31.1465,79.63,0.0207,#937545,56.645,24.909,127.32,0.0708,#7a8e65,70.0571,18.1082,66.79,0.0385,#c3a68e,84.3199,10.0368,183.42,0.1848,#bdd8d3
P02,2718281,B1_pos,B1_pos_mid,B1,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B1_pos_mid_00001_.png,105.0,P02_s2718281_B1_pos_mid_00001_.png,,7919c95fcf,P02_s2718281_B1_pos_mid_00001_.png,1024,1280,87.6305,12.6375,90.07,0.1008,#e6dbc4,4.2299,1.3321,78.67,0.1994,#100f0c,0.8782,81.3464,15.3934,5,0.3734,34.1909,3.1046,0.8457,66.75,0.1968,#0d0b09,48.7935,34.8098,45.3,0.0421,#a5634b,54.2046,23.608,134.07,0.0846,#6f8964,57.9869,35.0366,78.79,0.0167,#a9864f,67.5457,17.5078,66.64,0.0544,#bc9f88,84.451,10.187,181.39,0.1766,#bdd9d3
P02,P02_s2718281_B2_neg_high_00001_,,B2_neg_high,B2,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B2_neg_high_00001_.png,,P02_s2718281_B2_neg_high_00001_.png,,7919c95fcf,P02_s2718281_B2_neg_high_00001_.png,1024,1280,88.9576,11.2779,99.13,0.1134,#e5e0ca,6.0089,1.8968,83.95,0.1828,#151310,0.818,76.8944,16.6168,4,0.3513,31.8353,4.6779,1.4365,72.47,0.1913,#12100d,49.3683,33.2717,48.95,0.0427,#a4664c,52.3716,32.4382,79.06,0.0198,#987846,53.247,23.3755,132.75,0.0563,#6e8661,76.2121,23.0675,62.26,0.0196,#ddb497,81.5724,10.323,178.58,0.16,#b6d1ca
P02,P02_s2718281_B2_neg_low_00001_,,B2_neg_low,B2,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B2_neg_low_00001_.png,,P02_s2718281_B2_neg_low_00001_.png,,7919c95fcf,P02_s2718281_B2_neg_low_00001_.png,1024,1280,87.1772,13.1281,90.31,0.1049,#e5d9c2,5.3145,1.6345,81.53,0.1981,#13110f,0.8811,79.7122,15.6536,4,0.3994,31.6319,4.0899,1.2962,67.93,0.1938,#100e0c,48.153,32.6247,46.8,0.038,#a0634b,52.6645,22.3821,131.12,0.0786,#6f8460,53.8544,32.9281,82.84,0.0204,#997d48,75.3173,22.7487,65.25,0.018,#d9b294,83.8021,10.2134,180.85,0.2057,#bbd7d1
P02,P02_s2718281_B2_neg_mid_00001_,,B2_neg_mid,B2,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B2_neg_mid_00001_.png,,P02_s2718281_B2_neg_mid_00001_.png,,7919c95fcf,P02_s2718281_B2_neg_mid_00001_.png,1024,1280,87.6467,12.5368,89.45,0.106,#e6dbc4,6.2317,1.8583,84.21,0.2039,#151411,0.8766,77.6192,17.6815,3,0.3997,32.028,5.0048,1.5471,74.01,0.2048,#13110e,51.7052,33.575,46.81,0.036,#ab6b53,52.9659,21.5368,133.06,0.0853,#6f8563,54.1973,33.4319,82.49,0.0232,#9b7d48,77.8989,22.1804,59.68,0.0157,#e2b89e,82.624,10.6652,181.07,0.1949,#b7d4ce
P02,P02_s2718281_B2_pos_high_00001_,,B2_pos_high,B2,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B2_pos_high_00001_.png,,P02_s2718281_B2_pos_high_00001_.png,,7919c95fcf,P02_s2718281_B2_pos_high_00001_.png,1024,1280,86.9262,13.525,89.85,0.1112,#e4d9c0,5.0706,1.4841,83.5,0.1925,#12110e,0.8683,80.4373,15.432,4,0.4167,31.5164,3.5049,1.0737,70.62,0.1842,#0e0c0a,48.6131,32.5901,45.21,0.0332,#a2644e,52.4035,13.8743,72.19,0.088,#8d7a67,54.5897,24.9506,131.4,0.0485,#718a62,69.4626,24.1037,70.92,0.0317,#c6a381,83.9422,10.2481,179.03,0.2324,#bcd7d1
P02,P02_s2718281_B2_pos_low_00001_,,B2_pos_low,B2,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B2_pos_low_00001_.png,,P02_s2718281_B2_pos_low_00001_.png,,7919c95fcf,P02_s2718281_B2_pos_low_00001_.png,1024,1280,88.1056,13.4849,91.48,0.0991,#e7dcc4,4.9058,1.4697,79.03,0.1977,#12100e,0.8752,80.7329,14.8982,5,0.4074,32.4295,3.7949,1.1373,66.64,0.1985,#0f0d0b,48.0457,33.3835,45.92,0.0379,#a1624b,58.2843,25.5343,126.28,0.0422,#7f9368,59.7781,33.5668,82.92,0.0145,#aa8c55,67.5776,18.6015,64.03,0.0372,#be9f87,84.5277,10.3644,182.27,0.2089,#bdd9d3
P02,P02_s2718281_B2_pos_mid_00001_,,B2_pos_mid,B2,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B2_pos_mid_00001_.png,,P02_s2718281_B2_pos_mid_00001_.png,,7919c95fcf,P02_s2718281_B2_pos_mid_00001_.png,1024,1280,87.6394,13.453,91.28,0.1042,#e6dbc2,5.498,1.7718,87.31,0.1955,#14120f,0.8722,79.8274,15.1906,5,0.4019,31.5269,3.8897,1.2313,76.23,0.1844,#0f0d0b,48.6737,32.7581,46.42,0.0371,#a2644d,56.117,32.1391,81.9,0.0145,#a0824f,58.5828,26.5159,126.73,0.0661,#7f9467,75.9091,22.0932,62.68,0.0156,#dbb498,83.717,10.5303,179.02,0.2174,#bbd7d0
P02,P02_s2718281_B3_neg_high_00001_,,B3_neg_high,B3,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B3_neg_high_00001_.png,,P02_s2718281_B3_neg_high_00001_.png,,7919c95fcf,P02_s2718281_B3_neg_high_00001_.png,1024,1280,87.0384,14.6412,87.1,0.106,#e7d9be,5.876,2.1812,84.46,0.188,#15130f,0.8994,79.2222,14.4058,5,0.3718,33.5394,4.2115,1.6149,70.21,0.1698,#110e0c,46.4497,35.1542,46.8,0.0471,#9e5d44,49.1444,32.0693,80.78,0.0212,#8d703f,55.3284,26.6812,124.3,0.0431,#788b5e,75.2264,22.8805,60.37,0.0192,#dbb195,83.4337,11.0291,178.62,0.202,#b9d6cf
P02,P02_s2718281_B3_neg_low_00001_,,B3_neg_low,B3,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B3_neg_low_00001_.png,,P02_s2718281_B3_neg_low_00001_.png,,7919c95fcf,P02_s2718281_B3_neg_low_00001_.png,1024,1280,87.6701,12.8015,90.94,0.1048,#e6dbc4,5.3493,1.7069,80.25,0.192,#13110f,0.8751,80.1342,14.1812,5,0.3664,30.6622,3.7345,1.1916,67.28,0.1808,#0f0d0b,45.5583,31.8538,45.67,0.0445,#995d47,54.2109,31.015,82.62,0.0173,#997e4c,54.9469,25.6417,127.18,0.0755,#758a60,74.2529,22.3816,60.93,0.0174,#d7af93,83.8687,10.6089,180.9,0.1856,#bbd7d1
P02,P02_s2718281_B3_neg_mid_00001_,,B3_neg_mid,B3,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B3_neg_mid_00001_.png,,P02_s2718281_B3_neg_mid_00001_.png,,7919c95fcf,P02_s2718281_B3_neg_mid_00001_.png,1024,1280,88.2013,13.168,90.01,0.099,#e8dcc4,5.8651,2.0186,77.99,0.1969,#151310,0.8971,79.2467,13.9204,6,0.3821,32.7446,4.2331,1.5584,64.88,0.1784,#110e0c,46.8401,34.303,46.52,0.0396,#9f5f46,52.5266,32.5691,82.06,0.0232,#967946,58.321,26.7296,123.76,0.0406,#809365,74.5849,22.8643,61.83,0.0188,#d8b093,83.4798,10.4441,178.41,0.2037,#bbd6cf
P02,P02_s2718281_B3_pos_high_00001_,,B3_pos_high,B3,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B3_pos_high_00001_.png,,P02_s2718281_B3_pos_high_00001_.png,,7919c95fcf,P02_s2718281_B3_pos_high_00001_.png,1024,1280,87.4834,13.5012,91.41,0.1175,#e5dac2,3.5809,1.1521,70.73,0.2141,#0f0c0a,0.8606,79.0549,17.5567,3,0.4472,35.1185,3.3631,1.0622,69.7,0.2407,#0e0c0a,48.6905,36.1807,47.37,0.0318,#a66248,52.8106,24.7151,131.58,0.0498,#6d855e,54.1041,15.5384,69.2,0.035,#947d69,55.6701,34.6171,79.85,0.0174,#a2804a,82.4181,10.0331,179.59,0.2065,#b8d3cd
P02,P02_s2718281_B3_pos_low_00001_,,B3_pos_low,B3,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B3_pos_low_00001_.png,,P02_s2718281_B3_pos_low_00001_.png,,7919c95fcf,P02_s2718281_B3_pos_low_00001_.png,1024,1280,87.2946,13.4247,90.0,0.1054,#e5dac1,4.7175,1.2237,78.77,0.2165,#12100e,0.8795,80.6722,16.8938,4,0.4355,31.914,3.6225,0.9346,67.6,0.2195,#0f0d0b,48.5035,11.9751,64.28,0.117,#837061,49.3392,32.8486,45.95,0.0299,#a4654e,51.8859,31.004,80.45,0.015,#957747,58.5521,23.0242,130.56,0.0368,#7e936e,84.2947,9.6621,181.07,0.2161,#bed8d2
P02,P02_s2718281_B3_pos_mid_00001_,,B3_pos_mid,B3,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B3_pos_mid_00001_.png,,P02_s2718281_B3_pos_mid_00001_.png,,7919c95fcf,P02_s2718281_B3_pos_mid_00001_.png,1024,1280,87.6986,13.6647,92.33,0.1142,#e6dbc2,4.0487,1.1628,71.26,0.2171,#100e0c,0.866,80.066,17.9511,3,0.4487,34.2305,3.251,0.9414,61.16,0.2304,#0e0b0a,48.6583,13.335,68.13,0.1012,#84705f,49.5053,35.1719,46.51,0.0319,#a7654c,52.2966,31.4739,79.1,0.016,#977848,54.7327,25.0229,128.83,0.0473,#748a61,83.317,9.5283,179.77,0.2183,#bcd5cf
P02,P02_s2718281_B4_neg_high_00001_,,B4_neg_high,B4,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B4_neg_high_00001_.png,,P02_s2718281_B4_neg_high_00001_.png,,7919c95fcf,P02_s2718281_B4_neg_high_00001_.png,1024,1280,87.4479,14.2166,87.71,0.0981,#e7dac0,3.9569,1.3411,81.5,0.1866,#100e0b,0.8958,81.3734,15.3049,5,0.3928,35.2326,2.8844,0.9299,69.28,0.1835,#0c0a08,47.9482,36.1625,48.56,0.0417,#a36145,49.7016,22.0388,142.88,0.1784,#5f7e5f,58.5492,33.3806,86.96,0.0219,#a38a52,76.5494,23.958,64.05,0.0184,#deb596,84.2578,10.4773,176.66,0.2093,#bdd8d1
P02,P02_s2718281_B4_neg_low_00001_,,B4_neg_low,B4,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B4_neg_low_00001_.png,,P02_s2718281_B4_neg_low_00001_.png,,7919c95fcf,P02_s2718281_B4_neg_low_00001_.png,1024,1280,87.5002,13.1292,89.74,0.1049,#e6dac3,4.5757,1.4364,85.89,0.1899,#11100d,0.8789,80.3383,16.2588,4,0.3853,32.925,3.56,1.1063,75.42,0.1921,#0e0c0a,47.2805,34.0312,47.04,0.0374,#9f6047,52.8167,24.3188,133.32,0.0818,#6c855f,55.6753,32.0857,82.36,0.018,#9e814e,58.2973,15.5379,72.68,0.0394,#9e8973,83.8983,10.76,179.7,0.1932,#bbd7d1
P02,P02_s2718281_B4_neg_mid_00001_,,B4_neg_mid,B4,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B4_neg_mid_00001_.png,,P02_s2718281_B4_neg_mid_00001_.png,,7919c95fcf,P02_s2718281_B4_neg_mid_00001_.png,1024,1280,87.4277,13.9512,89.32,0.103,#e6dac1,4.0809,1.3914,82.0,0.1827,#100e0b,0.8807,81.5425,15.2121,5,0.3839,35.4678,3.0504,1.0462,68.61,0.1827,#0d0b09,47.2208,36.5139,47.64,0.0385,#a25f44,55.5926,33.1809,83.87,0.0217,#9d814c,55.6913,25.73,132.08,0.0508,#738d64,75.0461,23.4938,66.18,0.0208,#d8b292,84.5929,10.3954,177.39,0.2011,#bed9d2
P02,P02_s2718281_B4_pos_high_00001_,,B4_pos_high,B4,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B4_pos_high_00001_.png,,P02_s2718281_B4_pos_high_00001_.png,,7919c95fcf,P02_s2718281_B4_pos_high_00001_.png,1024,1280,87.6884,13.7542,89.69,0.1247,#e7dbc2,4.4962,0.871,62.89,0.1868,#110f0e,0.8751,79.4014,13.6977,4,0.436,35.362,4.3195,0.7645,63.03,0.2111,#100f0e,42.3032,20.3407,140.77,0.1207,#506b4e,53.7174,36.1266,56.77,0.0392,#af724d,55.7424,30.0775,122.79,0.0544,#798c59,58.9962,13.0091,82.45,0.0717,#9a8c78,83.7209,10.7311,188.86,0.2248,#b9d7d3
P02,P02_s2718281_B4_pos_low_00001_,,B4_pos_low,B4,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B4_pos_low_00001_.png,,P02_s2718281_B4_pos_low_00001_.png,,7919c95fcf,P02_s2718281_B4_pos_low_00001_.png,1024,1280,87.9713,12.902,90.24,0.1093,#e7dcc4,4.8361,1.4493,74.65,0.2085,#12100e,0.867,80.412,17.27,3,0.4229,32.6122,3.9318,1.2396,63.23,0.2175,#100d0c,47.6698,33.8518,45.39,0.0343,#a1614a,51.4142,32.3943,78.41,0.017,#967544,53.8541,25.1812,126.35,0.0639,#74875d,55.1943,12.9982,75.79,0.0862,#92826f,84.3437,10.2799,185.02,0.2054,#bcd8d4
P02,P02_s2718281_B4_pos_mid_00001_,,B4_pos_mid,B4,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B4_pos_mid_00001_.png,,P02_s2718281_B4_pos_mid_00001_.png,,7919c95fcf,P02_s2718281_B4_pos_mid_00001_.png,1024,1280,88.3583,13.2535,90.15,0.1111,#e8ddc5,4.4656,1.2077,74.82,0.2047,#110f0d,0.882,80.3654,15.0124,4,0.4329,31.9199,3.541,1.0034,62.21,0.2085,#0f0c0b,44.2022,21.4034,137.17,0.0955,#566f50,46.6817,32.9233,52.76,0.0476,#9a6144,55.4954,13.7017,78.9,0.0838,#93836e,57.9146,30.7795,120.97,0.0445,#80925c,83.9063,10.4929,186.39,0.2244,#bad7d3
P02,P02_s2718281_B5_neg_high_00001_,,B5_neg_high,B5,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B5_neg_high_00001_.png,,P02_s2718281_B5_neg_high_00001_.png,,7919c95fcf,P02_s2718281_B5_neg_high_00001_.png,1024,1280,86.616,12.6841,93.37,0.0873,#e1d8c1,5.5793,2.1958,86.21,0.2349,#14120e,0.8959,78.0006,11.3003,5,0.446,33.9107,4.076,1.6693,76.83,0.2249,#100e0b,37.5921,17.7749,140.12,0.0713,#485e46,48.4393,35.58,43.15,0.0293,#a6614b,50.0477,32.8501,71.14,0.0197,#986f42,59.0335,29.6613,125.0,0.0474,#809563,82.0766,10.4653,186.17,0.221,#b5d2ce
P02,P02_s2718281_B5_neg_low_00001_,,B5_neg_low,B5,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B5_neg_low_00001_.png,,P02_s2718281_B5_neg_low_00001_.png,,7919c95fcf,P02_s2718281_B5_neg_low_00001_.png,1024,1280,86.5717,13.7905,88.62,0.0955,#e4d8bf,5.2686,1.6569,86.04,0.2084,#13110f,0.8936,80.1781,14.5356,5,0.4191,31.4957,3.8661,1.2108,74.01,0.1974,#0f0d0b,47.9773,32.7065,44.94,0.0346,#a1624c,51.9296,31.6193,79.13,0.0163,#967746,58.073,24.7623,126.22,0.0315,#7f9268,72.7484,21.7458,65.44,0.0201,#d0ac8f,84.0442,9.7598,181.14,0.2217,#bdd7d2
P02,P02_s2718281_B5_neg_mid_00001_,,B5_neg_mid,B5,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B5_neg_mid_00001_.png,,P02_s2718281_B5_neg_mid_00001_.png,,7919c95fcf,P02_s2718281_B5_neg_mid_00001_.png,1024,1280,85.7709,14.5507,87.59,0.0943,#e3d5bb,5.5263,1.9011,88.47,0.2144,#14120f,0.9047,79.0824,17.4881,3,0.429,34.7105,4.0497,1.3797,79.74,0.1999,#100e0b,48.6534,36.0902,43.34,0.0319,#a7614b,50.2462,13.2382,69.14,0.1105,#887463,52.3477,33.984,74.81,0.0149,#9c7644,55.2963,25.6108,129.76,0.0758,#748c62,83.1321,9.9384,181.45,0.2291,#bad5cf
P02,P02_s2718281_B5_pos_high_00001_,,B5_pos_high,B5,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B5_pos_high_00001_.png,,P02_s2718281_B5_pos_high_00001_.png,,7919c95fcf,P02_s2718281_B5_pos_high_00001_.png,1024,1280,87.5168,13.4281,92.25,0.1116,#e5dbc2,5.999,1.3698,90.36,0.1772,#141311,0.8598,78.0193,15.9866,4,0.3867,31.137,4.5119,0.8548,74.91,0.1741,#110f0e,47.0848,21.7596,136.05,0.1569,#5e7656,47.2408,31.4206,49.65,0.0339,#9b6249,54.5295,31.9918,83.42,0.0204,#9a7f4b,57.6304,14.5054,78.44,0.0445,#998872,82.5311,10.2049,178.85,0.2126,#b8d3cd
P02,P02_s2718281_B5_pos_low_00001_,,B5_pos_low,B5,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B5_pos_low_00001_.png,,P02_s2718281_B5_pos_low_00001_.png,,7919c95fcf,P02_s2718281_B5_pos_low_00001_.png,1024,1280,88.0835,13.2684,93.43,0.1127,#e6dcc4,5.0565,1.5016,81.54,0.2012,#13110e,0.8571,80.6631,16.8589,3,0.4006,31.82,3.6411,1.0606,67.12,0.1973,#0f0d0b,46.5806,32.8806,46.51,0.0331,#9c5f48,49.7313,13.1868,71.53,0.1131,#857361,50.6741,31.8905,81.27,0.0177,#917443,55.1946,24.0259,128.79,0.0504,#768b63,84.3042,10.9285,183.01,0.2033,#bbd9d3
P02,P02_s2718281_B5_pos_mid_00001_,,B5_pos_mid,B5,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B5_pos_mid_00001_.png,,P02_s2718281_B5_pos_mid_00001_.png,,7919c95fcf,P02_s2718281_B5_pos_mid_00001_.png,1024,1280,88.4009,13.7247,90.67,0.1082,#e8ddc4,6.0377,1.6277,87.75,0.1837,#151311,0.8741,79.7709,16.3019,4,0.3934,31.4958,4.4604,1.0236,70.86,0.1732,#110f0e,46.1567,32.4649,47.58,0.0347,#9a5e46,51.5004,14.0481,74.43,0.1247,#8a7864,53.5646,32.5194,83.89,0.0166,#977c48,55.4851,28.3103,123.25,0.0393,#798b5b,84.2313,10.5468,182.07,0.2202,#bcd8d2
P02,2718281,B6_neg,B6_neg_high,B6,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B6_neg_high_00001_.png,106.0,P02_s2718281_B6_neg_high_00001_.png,,7919c95fcf,P02_s2718281_B6_neg_high_00001_.png,1024,1280,88.25,12.1559,286.03,0.1684,#d9dcf4,10.229,31.4669,302.9,0.0708,#1c1540,0.7518,66.7345,7.6897,6,0.2384,27.2123,9.1922,29.3196,302.68,0.0684,#1a143b,17.2826,41.038,302.68,0.1038,#2a215d,31.6076,47.4268,303.98,0.1126,#4f3e89,37.8081,37.3154,294.65,0.1258,#515390,48.1859,35.3795,318.04,0.0339,#8c649b,75.9267,20.2145,285.96,0.0709,#b3b9df
P02,2718281,B6_neg,B6_neg_low,B6,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B6_neg_low_00001_.png,107.0,P02_s2718281_B6_neg_low_00001_.png,,7919c95fcf,P02_s2718281_B6_neg_low_00001_.png,1024,1280,88.1141,7.3991,80.95,0.1092,#e5dccf,5.6398,2.4806,302.03,0.2338,#131216,0.8596,80.5457,15.5696,4,0.4138,24.8104,4.1541,2.7136,299.64,0.2226,#0f0e13,47.8689,27.524,39.5,0.0327,#9c6355,52.0641,10.6475,143.74,0.0515,#718071,53.3885,22.375,79.49,0.0166,#947c5a,75.7169,16.9627,55.7,0.0164,#d6b4a1,84.6998,8.6482,212.7,0.1912,#c0d8dc
P02,2718281,B6_neg,B6_neg_mid,B6,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B6_neg_mid_00001_.png,108.0,P02_s2718281_B6_neg_mid_00001_.png,,7919c95fcf,P02_s2718281_B6_neg_mid_00001_.png,1024,1280,88.5777,3.5239,13.13,0.1064,#e6dcdd,5.612,10.4322,294.49,0.2176,#12111f,0.8091,79.2754,4.7752,6,0.3157,11.9278,4.0715,9.1685,292.38,0.1857,#0e0d1b,21.6508,17.8313,309.19,0.0831,#3b2f48,35.6929,14.8331,320.83,0.0669,#604e63,50.2004,21.0963,25.58,0.036,#9c6b69,74.0161,17.2125,14.87,0.0141,#d7abaf,83.347,10.5286,247.58,0.13,#bed3e2
P02,2718281,B6_pos,B6_pos_high,B6,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B6_pos_high_00001_.png,109.0,P02_s2718281_B6_pos_high_00001_.png,,7919c95fcf,P02_s2718281_B6_pos_high_00001_.png,1024,1280,76.909,32.116,109.1,0.131,#bfc285,1.5627,2.3686,78.32,0.2234,#0a0500,0.8784,70.4266,10.9364,4,0.3762,55.7397,1.1765,1.8163,74.52,0.2375,#080400,35.3687,33.4967,95.64,0.0795,#5e531b,39.7082,46.7626,70.13,0.0258,#85520f,52.9306,57.556,113.99,0.0742,#708715,57.1234,32.9953,122.73,0.0335,#7b9158,71.6031,25.8821,146.96,0.1387,#8fba95
