run_id,prompt_id,seed,condition,cond_tag,angle_label,angle_deg,image_path,file,width_px,height_px,stroke_width_median_px,stroke_width_std_px,stroke_width_cv,edge_density,contour_mean_length_px,contour_n_components,crosshatch_entropy_mean,crosshatch_entropy_p90,color_top4_cluster_share,color_cluster_entropy_norm,color_n_effective,colorfulness_hs,luminance_hist_n_peaks,shadow_edge_transition_width_px,shadow_edge_transition_width_std,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation,lbp_entropy,lbp_uniform_share,fft_radial_slope,fft_high_freq_share
129,P02,3141592,B1_pos,B1_pos_low,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s3141592_B1_pos_low_00001_.png,P02_s3141592_B1_pos_low_00001_.png,1024,1280,2.799999952316284,2.126599073410034,0.7594996820092147,0.1419342041015625,55.30202140309156,3364,2.9415321350097656,3.893497943878174,0.4248,0.960284604253038,14.331705687515864,34.543670654296875,4,15.0,6.279928343540235,19.70193840569283,0.6605700886602972,0.1512564653162475,0.8798140351029178,3.155610964526483,0.838762664794922,-3.4051878760469134,1.414094354173404e-05
130,P02,3141592,B1_pos,B1_pos_mid,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s3141592_B1_pos_mid_00001_.png,P02_s3141592_B1_pos_mid_00001_.png,1024,1280,2.799999952316284,2.213076114654541,0.7903843401225011,0.1491226196289062,50.8607858443924,3843,3.0070836544036865,3.8712077140808105,0.4923,0.9310851856234532,13.217163962243124,34.81461715698242,4,16.0,6.117500383122178,19.268121677654392,0.6521862680390128,0.1641586352194651,0.8814128461080906,3.118400723286996,0.8672500610351562,-3.491892675828935,1.146700549352779e-05
131,P02,3141592,B6_neg,B6_neg_high,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s3141592_B6_neg_high_00001_.png,P02_s3141592_B6_neg_high_00001_.png,1024,1280,2.0,0.6788104176521301,0.339405208826065,0.3336250305175781,54.586069154912,8011,1.9009430408477783,2.732838630676269,0.3656,0.9812656261768852,15.19013203284229,33.74796295166016,2,25.0,2.527349031566552,15.431371331222104,0.3104309852863385,0.0752786000024054,0.8755306163356158,2.7170547354535226,0.8425430297851563,-3.0193142791742966,2.67771795064923e-05
132,P02,3141592,B6_neg,B6_neg_low,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s3141592_B6_neg_low_00001_.png,P02_s3141592_B6_neg_low_00001_.png,1024,1280,4.0,1.8658934831619265,0.4664733707904815,0.1565605163574218,52.42897291773122,3914,3.104796886444092,3.92777943611145,0.45255,0.9414004719789754,13.600632944830457,24.91353988647461,3,16.5,5.618357049663185,19.087703690822345,0.603035182994202,0.1351337094402353,0.8851280128006291,3.1975202722539824,0.8267127990722657,-3.39194020184283,1.4991739311189751e-05
133,P02,3141592,B6_neg,B6_neg_mid,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s3141592_B6_neg_mid_00001_.png,P02_s3141592_B6_neg_mid_00001_.png,1024,1280,4.0,1.4827747344970703,0.3706936836242676,0.2034507751464843,28.1680574627654,9467,2.9263558387756348,3.8500406742095934,0.45095,0.937558650746981,13.456530691810132,24.58451461791992,3,22.0,4.9919921812338615,21.17967335556524,0.4461934473474331,0.0985177791738118,0.8765376893369344,3.061077771526092,0.8686721801757812,-3.2028892023724165,3.411612034305764e-05
134,P02,3141592,B6_pos,B6_pos_high,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s3141592_B6_pos_high_00001_.png,P02_s3141592_B6_pos_high_00001_.png,1024,1280,2.799999952316284,2.3052070140838623,0.8232882333361802,0.0312507629394531,50.07457212713936,818,3.3476758003234863,3.96499252319336,0.4445,0.9460210920128562,13.775992602709223,53.19205856323242,2,21.0,4.877356221026801,0.9762127842307876,0.7898610898351291,0.2017023797149414,0.99228257491974,2.911475491409353,0.931401824951172,-3.87784855137444,1.459775777245785e-06
135,P02,3141592,B6_pos,B6_pos_low,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s3141592_B6_pos_low_00001_.png,P02_s3141592_B6_pos_low_00001_.png,1024,1280,2.799999952316284,2.483846664428711,0.8870881095458458,0.1381500244140625,51.988515647430376,3483,2.948089599609375,3.830220460891724,0.4373,0.9525594168761616,14.028002303625277,46.05913162231445,4,15.0,6.457785514400428,15.446965056810582,0.6557562579256919,0.1420117576723389,0.8895600496529057,3.102556242383219,0.8797615051269532,-3.5148048503561937,8.966347429781124e-06
136,P02,3141592,B6_pos,B6_pos_mid,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s3141592_B6_pos_mid_00001_.png,P02_s3141592_B6_pos_mid_00001_.png,1024,1280,2.0,2.246174097061157,1.1230870485305786,0.1515602111816406,51.02825584382224,3893,3.094065427780152,3.936749458312988,0.3656,0.971376208781369,14.779287709832415,54.3929443359375,4,23.0,4.798538975678275,4.887724240945339,0.6268028110364721,0.1139273392718825,0.9561993871410148,3.0437055344614725,0.8820457458496094,-3.770825762307413,2.91247906967643e-06
137,P02,3141592,baseline,baseline,none,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s3141592_baseline_00001_.png,P02_s3141592_baseline_00001_.png,1024,1280,4.0,2.188232660293579,0.5470581650733948,0.1421592712402343,52.56163610719323,3545,2.996351957321167,3.897634744644165,0.4464,0.9538282401934056,14.077438672453894,34.459495544433594,4,15.0,6.147349022139543,19.646509949017872,0.6513509659137978,0.1433060398935418,0.8761860604025518,3.168460724523981,0.8299468994140624,-3.3906171020092444,1.5068622849759648e-05
138,P02,3141592,scrA_neg,scrA_neg_high,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s3141592_scrA_neg_high_00001_.png,P02_s3141592_scrA_neg_high_00001_.png,1024,1280,2.799999952316284,1.9460299015045168,0.6950106909447175,0.1623275756835937,54.61139630390144,3896,3.205594539642334,3.9526097774505615,0.37735,0.9704301743195412,14.740572959038412,32.85636901855469,4,19.0,5.746889240058485,17.494680392543067,0.610436117133312,0.1285487514315512,0.883348264102646,3.1082438560683934,0.89130859375,-3.4629051766875896,1.2398099343016429e-05
139,P02,3141592,scrA_neg,scrA_neg_low,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s3141592_scrA_neg_low_00001_.png,P02_s3141592_scrA_neg_low_00001_.png,1024,1280,2.799999952316284,2.1924479007720947,0.7830171207533073,0.14190673828125,57.10776788455634,3257,3.0095136165618896,3.907292366027832,0.41145,0.9599034174857652,14.316566879823457,33.84736633300781,4,16.0,6.408318740607408,18.45998188427908,0.6529416105954078,0.1415480801032067,0.8848234016236227,3.171483375803684,0.830175018310547,-3.39833119781745,1.3594202580121254e-05
140,P02,3141592,scrA_neg,scrA_neg_mid,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s3141592_scrA_neg_mid_00001_.png,P02_s3141592_scrA_neg_mid_00001_.png,1024,1280,2.799999952316284,2.078204870223999,0.7422160377198634,0.1527740478515625,51.10872894333844,3918,3.059110641479492,3.875361442565918,0.45575,0.9409142831661018,13.582311620956691,32.8791389465332,3,17.0,6.141484553606902,18.38470634734525,0.6346054380891776,0.1401426916666398,0.8780594738433045,3.1634554488789712,0.8548377990722656,-3.425410299753901,1.3259953092680554e-05
141,P02,3141592,scrA_pos,scrA_pos_high,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s3141592_scrA_pos_high_00001_.png,P02_s3141592_scrA_pos_high_00001_.png,1024,1280,4.0,2.3911352157592773,0.5977838039398193,0.1402015686035156,56.24885215794307,3267,3.156890630722046,3.943117141723633,0.42815,0.94086125336665,13.580314762873318,39.753936767578125,3,18.0,6.035674836552737,19.92058909475573,0.6318047123520989,0.137663053614815,0.8767604307836907,2.99526937835712,0.9177604675292969,-3.593062232761216,1.1038504826188246e-05
142,P02,3141592,scrA_pos,scrA_pos_low,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s3141592_scrA_pos_low_00001_.png,P02_s3141592_scrA_pos_low_00001_.png,1024,1280,4.0,2.3631436824798584,0.5907859206199646,0.137823486328125,57.80736,3125,2.9865710735321045,3.905310869216919,0.44835,0.9424471017564336,13.640157586860294,36.1988410949707,4,15.0,6.272588057373128,21.503061313988475,0.6568719190111328,0.1518862525187668,0.8700501410609391,3.157366864103724,0.8412796020507813,-3.4564228523371683,1.4240316382769334e-05
143,P02,3141592,scrA_pos,scrA_pos_mid,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s3141592_scrA_pos_mid_00001_.png,P02_s3141592_scrA_pos_mid_00001_.png,1024,1280,4.0,2.3659937381744385,0.5914984345436096,0.1395767211914062,60.84003990688394,3007,3.0686521530151367,3.9500844478607178,0.45185,0.9480218661361972,13.852624849357351,37.82939147949219,4,16.0,6.09836201130966,20.980370862757443,0.6472486225179445,0.1417816592617144,0.874445270698968,3.1209834863824595,0.8779190063476563,-3.5378940071659866,1.1782187860791576e-05
144,P02,3141592,scrB_neg,scrB_neg_high,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s3141592_scrB_neg_high_00001_.png,P02_s3141592_scrB_neg_high_00001_.png,1024,1280,2.0,2.3348581790924072,1.1674290895462036,0.106573486328125,51.03690171720862,2737,2.844190120697021,3.898944854736328,0.50865,0.9281983834897408,13.111797140878265,85.24925994873047,5,22.0,4.67984435189901,2.5759514461300927,0.7347079244568474,0.2178712737850489,0.9726736044679164,3.0466789067079163,0.8773880004882812,-3.975239052061205,6.897099876141633e-07
145,P02,3141592,scrB_neg,scrB_neg_low,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s3141592_scrB_neg_low_00001_.png,P02_s3141592_scrB_neg_low_00001_.png,1024,1280,2.799999952316284,2.171091318130493,0.7753897696799852,0.1415229797363281,49.02140591966173,3784,2.848116636276245,3.816385507583618,0.41355,0.9587784862167305,14.271983475502378,52.55272674560547,5,14.0,6.774974169692458,18.643299006921943,0.6649850406894553,0.1572189398007191,0.8632796275365249,3.125207754991925,0.8507637023925781,-3.4987027152463983,8.137007747774143e-06
146,P02,3141592,scrB_neg,scrB_neg_mid,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s3141592_scrB_neg_mid_00001_.png,P02_s3141592_scrB_neg_mid_00001_.png,1024,1280,2.0,2.159118413925171,1.0795592069625854,0.127691650390625,47.02669289126159,3559,2.77468490600586,3.7820565700531006,0.5127,0.9213445561436238,12.864988163267853,71.9040298461914,5,19.0,5.6020972635255095,9.641163895761093,0.6818391039137481,0.1946851509082556,0.9161217497565972,3.0314256465858915,0.87294921875,-3.673963572762468,2.931349265724452e-06
147,P02,3141592,scrB_pos,scrB_pos_high,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s3141592_scrB_pos_high_00001_.png,P02_s3141592_scrB_pos_high_00001_.png,1024,1280,2.799999952316284,1.8553473949432373,0.6626240809070056,0.0945838928222656,57.13041474654378,2170,3.031411409378052,3.78207802772522,0.60625,0.8701628414425755,11.162988196955682,35.47343444824219,1,22.0,5.502772274222511,4.218946253042832,0.6939378236641143,0.2895889678527492,0.939759519625473,3.0463908497326053,0.8887283325195313,-3.371565725541402,2.0150675278576937e-05
148,P02,3141592,scrB_pos,scrB_pos_low,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s3141592_scrB_pos_low_00001_.png,P02_s3141592_scrB_pos_low_00001_.png,1024,1280,4.0,2.025631189346313,0.5064077973365784,0.1534934997558593,56.9773435287454,3531,3.148704767227173,3.943304061889648,0.44385,0.9419051045921982,13.619675435059277,23.092952728271484,2,16.0,6.0001554618335575,15.61046660341336,0.6302647098087573,0.1605059378141381,0.8945516818947113,3.176225704821416,0.8526443481445312,-3.4092831535867534,1.6829964867376678e-05
149,P02,3141592,scrB_pos,scrB_pos_mid,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s3141592_scrB_pos_mid_00001_.png,P02_s3141592_scrB_pos_mid_00001_.png,1024,1280,4.0,1.647166728973389,0.4117916822433471,0.1816963195800781,54.45986736793963,4373,3.140815019607544,3.858367919921875,0.50325,0.9130583074862074,12.572792653735192,24.48369407653809,2,20.0,5.537345735667572,9.770309666219053,0.5929232575793305,0.1973699545678695,0.9155795774391676,3.037561623593755,0.9072219848632812,-3.395625700716209,1.915486316419731e-05
