run_id,prompt_id,seed,condition,cond_tag,angle_label,angle_deg,image_path,file,prompt_dir,prompt_sha1,rel_path,width_px,height_px,paper_L,paper_C,paper_hue_deg,paper_frac,paper_hex,ink_L,ink_C,ink_hue_deg,ink_frac,ink_hex,subject_frac,tonal_range,step_regularity,effective_steps,top2_mass_share,chroma_spread,sw1_L,sw1_C,sw1_hue_deg,sw1_share,sw1_hex,sw2_L,sw2_C,sw2_hue_deg,sw2_share,sw2_hex,sw3_L,sw3_C,sw3_hue_deg,sw3_share,sw3_hex,sw4_L,sw4_C,sw4_hue_deg,sw4_share,sw4_hex,sw5_L,sw5_C,sw5_hue_deg,sw5_share,sw5_hex,sw6_L,sw6_C,sw6_hue_deg,sw6_share,sw6_hex
89,P02,1618033,scrA_neg,scrA_neg_low,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_scrA_neg_low_00001_.png,P02_s1618033_scrA_neg_low_00001_.png,,7919c95fcf,P02_s1618033_scrA_neg_low_00001_.png,1024,1280,89.2177,11.1775,103.49,0.1054,#e4e1cb,5.0679,1.564,91.4,0.1959,#12110e,0.8412,79.4652,14.1286,4,0.3205,29.3123,3.7737,1.2096,82.83,0.197,#0f0d0b,45.5355,30.5219,43.69,0.0394,#985d4a,50.0203,28.898,78.01,0.0196,#907247,52.4246,23.805,132.48,0.0684,#6c845e,64.9747,16.9656,72.23,0.0628,#b29a81,83.2389,10.9129,183.38,0.1235,#b8d6d0
90,P02,1618033,scrA_neg,scrA_neg_mid,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_scrA_neg_mid_00001_.png,P02_s1618033_scrA_neg_mid_00001_.png,,7919c95fcf,P02_s1618033_scrA_neg_mid_00001_.png,1024,1280,89.9304,12.4935,98.39,0.1088,#e9e2cb,6.2089,1.8536,81.18,0.2018,#151411,0.8685,79.183,5.2184,6,0.3287,27.3747,4.4525,1.2769,68.12,0.1858,#110f0d,29.4365,11.329,131.84,0.0376,#3e4838,46.64,28.6516,48.17,0.0473,#97624c,55.9459,25.5755,126.89,0.0719,#788d62,69.9114,17.9815,74.04,0.0439,#c0a78c,83.6355,11.298,178.61,0.1429,#b9d7d0
91,P02,1618033,scrA_pos,scrA_pos_high,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_scrA_pos_high_00001_.png,P02_s1618033_scrA_pos_high_00001_.png,,7919c95fcf,P02_s1618033_scrA_pos_high_00001_.png,1024,1280,86.9548,15.4227,82.32,0.096,#ead7bd,3.1762,1.1689,38.72,0.2378,#0e0b0a,0.9201,80.6114,7.7692,5,0.4064,38.6696,2.1584,1.0218,20.16,0.2331,#0b0707,30.203,20.1354,42.02,0.0481,#633e33,43.7375,39.6914,46.18,0.0463,#9c5439,48.0069,28.6761,132.71,0.0729,#5d7a4e,63.2322,13.6564,82.1,0.0507,#a69781,82.7699,11.13,181.33,0.1733,#b6d4ce
92,P02,1618033,scrA_pos,scrA_pos_low,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_scrA_pos_low_00001_.png,P02_s1618033_scrA_pos_low_00001_.png,,7919c95fcf,P02_s1618033_scrA_pos_low_00001_.png,1024,1280,89.6645,11.0146,98.06,0.0984,#e7e2cd,4.1717,1.448,73.15,0.2188,#110e0c,0.8679,80.6262,11.5869,5,0.371,37.3298,3.2955,1.237,65.75,0.2265,#0e0b09,40.7363,30.6958,43.44,0.039,#8b513f,52.0262,38.5667,51.81,0.0227,#af6b49,54.3938,27.4145,130.34,0.0762,#708a5d,69.6916,20.6196,66.91,0.0503,#c5a488,83.9217,11.6867,187.68,0.1444,#b7d8d4
93,P02,1618033,scrA_pos,scrA_pos_mid,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_scrA_pos_mid_00001_.png,P02_s1618033_scrA_pos_mid_00001_.png,,7919c95fcf,P02_s1618033_scrA_pos_mid_00001_.png,1024,1280,89.7206,11.0648,96.13,0.0902,#e8e1cd,4.1468,1.3228,67.25,0.2354,#110e0c,0.8842,80.3664,6.7677,6,0.3763,38.0755,3.1296,1.1341,50.45,0.236,#0e0b09,23.836,14.7622,42.04,0.0598,#4d322a,45.3156,39.2096,45.31,0.0551,#a0583e,53.8652,29.976,127.66,0.0566,#6f8957,76.3795,27.0271,66.69,0.0263,#e0b48f,83.496,11.3148,186.02,0.1403,#b7d7d2
94,P02,1618033,scrB_neg,scrB_neg_high,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_scrB_neg_high_00001_.png,P02_s1618033_scrB_neg_high_00001_.png,,7919c95fcf,P02_s1618033_scrB_neg_high_00001_.png,1024,1280,92.677,43.195,122.33,0.1672,#d7f5a2,10.2945,13.5609,95.2,0.049,#211c04,0.824,84.2653,10.653,5,0.2263,66.8218,7.5411,10.9331,101.06,0.0484,#1a1701,43.4571,46.355,79.74,0.1004,#866014,55.2389,31.2299,117.2,0.0255,#7d8a53,58.9018,77.7549,57.11,0.0321,#e36b0a,76.7707,66.1743,84.63,0.1227,#e8b73b,91.8063,50.5433,102.4,0.1035,#f3eb87
95,P02,1618033,scrB_neg,scrB_neg_low,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_scrB_neg_low_00001_.png,P02_s1618033_scrB_neg_low_00001_.png,,7919c95fcf,P02_s1618033_scrB_neg_low_00001_.png,1024,1280,90.8447,20.9574,106.78,0.128,#e9e7be,9.6969,8.0895,105.69,0.1511,#1c1b0f,0.8423,78.5061,16.4249,4,0.2784,45.9463,7.5424,6.7678,106.83,0.1436,#18170c,55.3719,49.2183,56.38,0.0432,#c0703e,59.6192,50.8293,121.27,0.0787,#799a3f,68.2645,52.7142,87.41,0.0168,#c5a243,72.5225,30.4674,84.37,0.0795,#cbae7b,86.0484,18.322,155.39,0.1348,#bbe0c8
96,P02,1618033,scrB_neg,scrB_neg_mid,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_scrB_neg_mid_00001_.png,P02_s1618033_scrB_neg_mid_00001_.png,,7919c95fcf,P02_s1618033_scrB_neg_mid_00001_.png,1024,1280,91.9213,29.5969,121.9,0.2721,#dcefb7,12.3755,11.6116,104.38,0.0851,#222110,0.7841,82.1327,16.4071,5,0.3251,58.1709,8.7826,9.9018,109.03,0.0819,#1a1a09,55.6474,61.7435,119.75,0.2433,#6a921a,58.2765,68.0727,60.53,0.0493,#d5721d,64.8775,67.2169,85.73,0.0209,#c3980d,85.2909,32.0186,141.86,0.0315,#b1e2af,90.9154,36.715,99.07,0.0523,#f3e69f
97,P02,1618033,scrB_pos,scrB_pos_high,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_scrB_pos_high_00001_.png,P02_s1618033_scrB_pos_high_00001_.png,,7919c95fcf,P02_s1618033_scrB_pos_high_00001_.png,1024,1280,60.3588,17.5134,305.74,0.0353,#988dab,0.6268,5.253,295.85,0.338,#03010e,0.9799,64.6776,5.1645,5,0.3661,42.3488,0.409,4.3176,294.95,0.2811,#02000b,12.4787,22.8674,332.88,0.0442,#35152f,30.7099,31.1562,312.04,0.028,#573e6d,34.802,46.6665,287.1,0.085,#2b4f99,47.0614,25.3941,276.68,0.0165,#5a709a,65.0866,11.358,338.93,0.0076,#ae98a5
98,P02,1618033,scrB_pos,scrB_pos_low,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_scrB_pos_low_00001_.png,P02_s1618033_scrB_pos_low_00001_.png,,7919c95fcf,P02_s1618033_scrB_pos_low_00001_.png,1024,1280,84.6159,5.0781,80.92,0.0823,#d9d2ca,2.699,2.3388,308.65,0.274,#0b090e,0.89,73.9839,3.8734,6,0.434,20.172,1.899,2.0666,308.6,0.2725,#08060b,21.2438,9.2049,352.75,0.0632,#402e35,36.1083,22.2386,29.18,0.0416,#774944,46.1139,9.5843,143.77,0.0337,#647164,64.9579,10.78,38.65,0.0285,#b29892,75.8829,10.4075,221.16,0.1616,#a4c0c7
99,P02,1618033,scrB_pos,scrB_pos_mid,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s1618033_scrB_pos_mid_00001_.png,P02_s1618033_scrB_pos_mid_00001_.png,,7919c95fcf,P02_s1618033_scrB_pos_mid_00001_.png,1024,1280,76.1344,4.9721,318.17,0.0881,#c0bac2,1.5684,5.6813,297.41,0.2935,#070411,0.9054,64.8515,9.3272,5,0.3655,14.0524,1.0592,4.938,296.9,0.2769,#05030e,14.5002,17.4399,308.59,0.0886,#2a2038,21.6295,18.7555,353.12,0.0483,#4c2938,52.4068,11.8744,333.03,0.0294,#8b7786,57.3953,18.9904,254.44,0.0804,#6b8ea9,65.9107,13.737,263.95,0.0862,#90a2b8
100,P02,2718281,B1_neg,B1_neg_high,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B1_neg_high_00001_.png,P02_s2718281_B1_neg_high_00001_.png,,7919c95fcf,P02_s2718281_B1_neg_high_00001_.png,1024,1280,88.0155,11.2794,101.99,0.1131,#e1ddc8,7.2282,1.6524,70.3,0.2063,#181614,0.8609,74.5723,12.4773,5,0.3515,31.5455,5.3651,1.2738,55.6,0.1822,#141110,44.1352,32.8192,49.75,0.0467,#945a40,55.6958,25.7472,123.06,0.0354,#7b8b5f,58.5166,13.8231,82.0,0.0574,#9a8b75,72.0965,24.49,68.5,0.0252,#d0aa88,79.9373,11.7267,187.78,0.1693,#accdc9
101,P02,2718281,B1_neg,B1_neg_low,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B1_neg_low_00001_.png,P02_s2718281_B1_neg_low_00001_.png,,7919c95fcf,P02_s2718281_B1_neg_low_00001_.png,1024,1280,87.8781,13.9853,90.87,0.0986,#e7dcc2,5.524,1.7958,85.02,0.2042,#14120f,0.8915,78.7919,15.3077,5,0.4097,34.1203,3.9441,1.3127,74.25,0.191,#100e0b,48.6259,35.433,46.08,0.0311,#a5624a,55.4462,33.1452,82.34,0.015,#9e814b,58.0472,25.7257,123.37,0.0594,#819265,75.8116,24.2377,57.38,0.0147,#e0b196,82.736,10.9575,180.28,0.2187,#b7d4ce
102,P02,2718281,B1_neg,B1_neg_mid,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B1_neg_mid_00001_.png,P02_s2718281_B1_neg_mid_00001_.png,,7919c95fcf,P02_s2718281_B1_neg_mid_00001_.png,1024,1280,86.757,13.5478,89.44,0.1014,#e4d8c0,7.8104,2.4145,82.85,0.2145,#191714,0.8972,75.3716,15.12,5,0.3945,32.4869,5.9846,1.9537,71.43,0.1898,#161310,47.5519,34.4407,47.2,0.038,#a16047,53.7443,24.4251,126.64,0.077,#74875e,53.9951,32.956,81.63,0.0136,#9a7d48,76.0025,24.0753,62.13,0.016,#deb395,81.3562,11.7203,182.71,0.2047,#b1d1cb
103,P02,2718281,B1_pos,B1_pos_high,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B1_pos_high_00001_.png,P02_s2718281_B1_pos_high_00001_.png,,7919c95fcf,P02_s2718281_B1_pos_high_00001_.png,1024,1280,88.7077,12.5496,89.41,0.131,#e9dec7,4.4036,1.8189,70.14,0.1776,#120f0c,0.8357,82.9429,16.7294,4,0.3411,37.5169,2.6095,1.1519,48.82,0.1746,#0c0907,50.7665,38.6688,44.82,0.0413,#b0654c,52.4922,24.8039,134.38,0.0692,#6a855e,56.438,37.3737,76.2,0.0233,#a98048,68.3688,17.4697,61.15,0.052,#c0a18c,85.5523,10.9353,176.23,0.1664,#c0dcd4
104,P02,2718281,B1_pos,B1_pos_low,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B1_pos_low_00001_.png,P02_s2718281_B1_pos_low_00001_.png,,7919c95fcf,P02_s2718281_B1_pos_low_00001_.png,1024,1280,87.3997,12.4525,89.7,0.1058,#e5dac4,5.064,1.599,85.77,0.194,#12110e,0.8792,80.6381,14.7211,5,0.3713,31.9441,3.6818,1.1422,73.99,0.1865,#0f0d0b,47.9487,33.0863,45.72,0.0377,#a1624b,50.9976,31.1465,79.63,0.0207,#937545,56.645,24.909,127.32,0.0708,#7a8e65,70.0571,18.1082,66.79,0.0385,#c3a68e,84.3199,10.0368,183.42,0.1848,#bdd8d3
105,P02,2718281,B1_pos,B1_pos_mid,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B1_pos_mid_00001_.png,P02_s2718281_B1_pos_mid_00001_.png,,7919c95fcf,P02_s2718281_B1_pos_mid_00001_.png,1024,1280,87.6305,12.6375,90.07,0.1008,#e6dbc4,4.2299,1.3321,78.67,0.1994,#100f0c,0.8782,81.3464,15.3934,5,0.3734,34.1909,3.1046,0.8457,66.75,0.1968,#0d0b09,48.7935,34.8098,45.3,0.0421,#a5634b,54.2046,23.608,134.07,0.0846,#6f8964,57.9869,35.0366,78.79,0.0167,#a9864f,67.5457,17.5078,66.64,0.0544,#bc9f88,84.451,10.187,181.39,0.1766,#bdd9d3
106,P02,2718281,B6_neg,B6_neg_high,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B6_neg_high_00001_.png,P02_s2718281_B6_neg_high_00001_.png,,7919c95fcf,P02_s2718281_B6_neg_high_00001_.png,1024,1280,88.25,12.1559,286.03,0.1684,#d9dcf4,10.229,31.4669,302.9,0.0708,#1c1540,0.7518,66.7345,7.6897,6,0.2384,27.2123,9.1922,29.3196,302.68,0.0684,#1a143b,17.2826,41.038,302.68,0.1038,#2a215d,31.6076,47.4268,303.98,0.1126,#4f3e89,37.8081,37.3154,294.65,0.1258,#515390,48.1859,35.3795,318.04,0.0339,#8c649b,75.9267,20.2145,285.96,0.0709,#b3b9df
107,P02,2718281,B6_neg,B6_neg_low,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B6_neg_low_00001_.png,P02_s2718281_B6_neg_low_00001_.png,,7919c95fcf,P02_s2718281_B6_neg_low_00001_.png,1024,1280,88.1141,7.3991,80.95,0.1092,#e5dccf,5.6398,2.4806,302.03,0.2338,#131216,0.8596,80.5457,15.5696,4,0.4138,24.8104,4.1541,2.7136,299.64,0.2226,#0f0e13,47.8689,27.524,39.5,0.0327,#9c6355,52.0641,10.6475,143.74,0.0515,#718071,53.3885,22.375,79.49,0.0166,#947c5a,75.7169,16.9627,55.7,0.0164,#d6b4a1,84.6998,8.6482,212.7,0.1912,#c0d8dc
108,P02,2718281,B6_neg,B6_neg_mid,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B6_neg_mid_00001_.png,P02_s2718281_B6_neg_mid_00001_.png,,7919c95fcf,P02_s2718281_B6_neg_mid_00001_.png,1024,1280,88.5777,3.5239,13.13,0.1064,#e6dcdd,5.612,10.4322,294.49,0.2176,#12111f,0.8091,79.2754,4.7752,6,0.3157,11.9278,4.0715,9.1685,292.38,0.1857,#0e0d1b,21.6508,17.8313,309.19,0.0831,#3b2f48,35.6929,14.8331,320.83,0.0669,#604e63,50.2004,21.0963,25.58,0.036,#9c6b69,74.0161,17.2125,14.87,0.0141,#d7abaf,83.347,10.5286,247.58,0.13,#bed3e2
109,P02,2718281,B6_pos,B6_pos_high,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B6_pos_high_00001_.png,P02_s2718281_B6_pos_high_00001_.png,,7919c95fcf,P02_s2718281_B6_pos_high_00001_.png,1024,1280,76.909,32.116,109.1,0.131,#bfc285,1.5627,2.3686,78.32,0.2234,#0a0500,0.8784,70.4266,10.9364,4,0.3762,55.7397,1.1765,1.8163,74.52,0.2375,#080400,35.3687,33.4967,95.64,0.0795,#5e531b,39.7082,46.7626,70.13,0.0258,#85520f,52.9306,57.556,113.99,0.0742,#708715,57.1234,32.9953,122.73,0.0335,#7b9158,71.6031,25.8821,146.96,0.1387,#8fba95
110,P02,2718281,B6_pos,B6_pos_low,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B6_pos_low_00001_.png,P02_s2718281_B6_pos_low_00001_.png,,7919c95fcf,P02_s2718281_B6_pos_low_00001_.png,1024,1280,84.7832,21.0243,99.62,0.1161,#ddd4ad,5.245,4.4653,101.74,0.1628,#131208,0.8752,76.6306,16.42,3,0.3529,39.7815,3.9261,3.627,100.41,0.159,#100e06,47.1751,40.4874,55.85,0.0368,#a16038,49.049,24.5554,84.34,0.1324,#87724b,53.715,43.4085,84.99,0.0163,#9b7c33,55.5915,42.0435,121.21,0.0823,#748e44,80.5567,15.8857,157.05,0.194,#afd0bc
111,P02,2718281,B6_pos,B6_pos_mid,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_B6_pos_mid_00001_.png,P02_s2718281_B6_pos_mid_00001_.png,,7919c95fcf,P02_s2718281_B6_pos_mid_00001_.png,1024,1280,82.0115,29.5686,104.78,0.118,#d2cf96,5.6012,6.5219,96.61,0.0927,#161205,0.8674,71.4783,9.8582,4,0.292,45.8847,5.2581,6.1904,97.8,0.1033,#151204,19.6516,18.8589,84.71,0.1071,#3a2e14,47.5169,47.6695,69.12,0.0329,#9c6422,49.8163,38.1176,91.08,0.133,#897534,54.4314,52.0751,114.63,0.073,#768b29,76.7364,22.0051,141.17,0.159,#a6c6a3
112,P02,2718281,baseline,baseline,none,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_baseline_00001_.png,P02_s2718281_baseline_00001_.png,,7919c95fcf,P02_s2718281_baseline_00001_.png,1024,1280,87.8,13.2474,90.47,0.0974,#e6dbc3,5.1014,1.5547,84.03,0.2133,#13110e,0.8814,81.1528,14.7399,5,0.4134,33.0504,3.7301,1.1193,70.43,0.2065,#0f0d0b,47.6268,32.8101,46.09,0.0379,#9f614a,53.3633,23.9958,129.87,0.0912,#70865f,55.2544,34.1698,80.83,0.0156,#9f7f49,69.3083,16.3518,69.92,0.0378,#bea58e,84.8829,10.3268,180.93,0.2069,#bedad4
113,P02,2718281,scrA_neg,scrA_neg_high,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_scrA_neg_high_00001_.png,P02_s2718281_scrA_neg_high_00001_.png,,7919c95fcf,P02_s2718281_scrA_neg_high_00001_.png,1024,1280,88.1951,12.9151,98.0,0.126,#e4ddc5,4.9948,1.0974,68.08,0.1656,#12110f,0.8302,79.9391,14.1049,5,0.3344,29.203,3.921,0.8851,42.31,0.1745,#100d0d,45.2951,28.4247,43.42,0.0492,#955d4c,50.4642,22.2993,133.47,0.1026,#687f5c,51.8089,30.0881,84.99,0.0227,#907848,70.9016,18.1505,74.08,0.0273,#c3a98e,83.8601,9.9491,177.79,0.16,#bdd7d0
114,P02,2718281,scrA_neg,scrA_neg_low,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_scrA_neg_low_00001_.png,P02_s2718281_scrA_neg_low_00001_.png,,7919c95fcf,P02_s2718281_scrA_neg_low_00001_.png,1024,1280,87.7744,13.0849,93.75,0.1087,#e5dcc3,6.1069,1.9914,86.85,0.1848,#151310,0.8665,79.2809,15.1119,5,0.3845,29.6706,4.468,1.4153,73.72,0.1771,#110f0d,47.1578,31.086,45.79,0.0369,#9c614b,52.9432,30.6825,81.39,0.0152,#977a4a,53.3976,22.3363,129.33,0.0754,#728661,74.9861,21.2962,64.62,0.0158,#d6b296,83.7489,10.0535,180.27,0.2074,#bcd7d0
115,P02,2718281,scrA_neg,scrA_neg_mid,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_scrA_neg_mid_00001_.png,P02_s2718281_scrA_neg_mid_00001_.png,,7919c95fcf,P02_s2718281_scrA_neg_mid_00001_.png,1024,1280,88.0894,12.2476,98.27,0.1273,#e3ddc6,5.8315,1.5167,80.11,0.1817,#141310,0.8227,78.6516,15.2905,4,0.3361,27.9981,4.2647,1.056,60.66,0.1806,#110e0d,42.3514,28.0399,41.28,0.0429,#8d5647,51.9982,12.5187,80.68,0.0731,#887a67,53.1394,29.0541,70.75,0.0219,#9d7850,53.5722,22.1811,131.04,0.0589,#718663,82.9163,10.7295,179.38,0.1555,#b8d5ce
116,P02,2718281,scrA_pos,scrA_pos_high,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_scrA_pos_high_00001_.png,P02_s2718281_scrA_pos_high_00001_.png,,7919c95fcf,P02_s2718281_scrA_pos_high_00001_.png,1024,1280,87.169,12.199,86.87,0.1205,#e5d9c3,3.3203,0.9892,45.22,0.253,#0e0b0a,0.8846,79.2411,13.9232,5,0.4367,37.2207,2.7521,0.8536,34.92,0.2695,#0c0909,44.5392,38.0743,44.1,0.0356,#9e563f,47.0756,22.8565,133.04,0.0425,#5f7653,62.8094,34.0133,82.84,0.0133,#b3945c,76.9266,20.147,51.51,0.0203,#e0b5a1,81.9932,11.6811,185.45,0.1673,#b2d3ce
117,P02,2718281,scrA_pos,scrA_pos_low,low,5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_scrA_pos_low_00001_.png,P02_s2718281_scrA_pos_low_00001_.png,,7919c95fcf,P02_s2718281_scrA_pos_low_00001_.png,1024,1280,88.0147,12.8536,89.6,0.1109,#e7dcc4,4.8429,1.4377,78.25,0.2175,#12100e,0.8861,80.1656,15.6847,4,0.4199,33.7279,3.4479,1.0394,67.82,0.211,#0e0c0a,48.3371,34.7673,46.36,0.0375,#a46249,53.2986,32.751,77.84,0.0171,#9b7a48,55.6327,24.7003,129.85,0.0688,#768c64,75.9,21.3272,68.15,0.022,#d7b597,83.6135,10.7961,185.29,0.2089,#b9d7d2
118,P02,2718281,scrA_pos,scrA_pos_mid,mid,10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_scrA_pos_mid_00001_.png,P02_s2718281_scrA_pos_mid_00001_.png,,7919c95fcf,P02_s2718281_scrA_pos_mid_00001_.png,1024,1280,88.092,13.1973,85.6,0.1059,#e9dbc4,3.9962,1.3147,75.42,0.2172,#100e0b,0.9016,80.2702,9.5105,5,0.4161,36.6874,3.0154,0.9728,66.96,0.2137,#0d0b09,29.9212,13.797,46.78,0.0643,#5a4137,48.666,37.6602,48.82,0.0326,#a66245,50.8239,25.897,131.75,0.0662,#678057,75.2427,24.8731,64.37,0.0239,#dbb191,83.2856,10.5094,188.76,0.2024,#b8d5d2
119,P02,2718281,scrB_neg,scrB_neg_high,high,-15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_scrB_neg_high_00001_.png,P02_s2718281_scrB_neg_high_00001_.png,,7919c95fcf,P02_s2718281_scrB_neg_high_00001_.png,1024,1280,92.7056,42.5078,122.88,0.1822,#d7f5a4,12.7624,14.0103,108.29,0.0738,#22220d,0.8253,83.0617,7.8327,6,0.2134,64.9668,7.5937,10.9611,110.53,0.0681,#181803,33.6366,28.4144,99.3,0.0392,#565021,57.925,75.9278,58.66,0.0337,#dc6b06,67.2364,71.1915,107.43,0.1132,#a0ac0a,73.5832,68.7595,80.87,0.1002,#e6ab2d,90.6554,49.877,104.43,0.0789,#ece986
120,P02,2718281,scrB_neg,scrB_neg_low,low,-5.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_scrB_neg_low_00001_.png,P02_s2718281_scrB_neg_low_00001_.png,,7919c95fcf,P02_s2718281_scrB_neg_low_00001_.png,1024,1280,90.4472,22.7192,101.08,0.1084,#ece5b9,9.6424,8.0331,106.56,0.1433,#1c1b0f,0.863,80.0363,17.6645,4,0.323,46.297,6.9165,6.2302,107.11,0.1252,#16160b,55.083,46.7836,59.39,0.052,#bb723e,55.5394,30.0415,94.93,0.0964,#928551,61.0427,48.2974,120.63,0.0771,#809e46,65.1897,52.5272,87.7,0.0208,#bc9a3c,86.9528,16.2146,150.78,0.1978,#c3e1ca
121,P02,2718281,scrB_neg,scrB_neg_mid,mid,-10.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_scrB_neg_mid_00001_.png,P02_s2718281_scrB_neg_mid_00001_.png,,7919c95fcf,P02_s2718281_scrB_neg_mid_00001_.png,1024,1280,91.8412,36.2161,105.26,0.1256,#eeeba4,13.5448,12.005,102.7,0.0877,#252312,0.862,83.0089,13.9965,4,0.4015,56.4872,8.2082,9.0305,109.9,0.0669,#191909,43.5878,39.9525,79.55,0.0705,#836123,57.2041,65.5177,62.94,0.0442,#cd721b,58.5138,62.8644,117.91,0.2104,#75991d,61.0087,65.2957,83.77,0.0281,#ba8c06,91.2171,30.225,135.7,0.1911,#cbf1bd
122,P02,2718281,scrB_pos,scrB_pos_high,high,15.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v2\renders\P02_s2718281_scrB_pos_high_00001_.png,P02_s2718281_scrB_pos_high_00001_.png,,7919c95fcf,P02_s2718281_scrB_pos_high_00001_.png,1024,1280,61.89,13.9729,307.93,0.0399,#9c91a9,0.6203,4.7647,295.57,0.3626,#03010d,0.9653,70.8733,12.6428,5,0.4058,40.8347,0.3743,3.8546,294.59,0.2973,#02000a,4.6898,16.5765,298.98,0.1085,#110c24,15.7922,19.9362,329.39,0.0394,#381e36,21.1287,27.3058,301.94,0.0293,#352d55,32.4496,44.6892,285.61,0.1047,#224a91,71.2475,7.5833,347.0,0.005,#bbaab2
