run_id,prompt_id,seed,condition,cond_tag,dose_target_D,angle_deg,image_path,file,prompt_dir,prompt_sha1,rel_path,width_px,height_px,paper_L,paper_C,paper_hue_deg,paper_frac,paper_hex,ink_L,ink_C,ink_hue_deg,ink_frac,ink_hex,subject_frac,tonal_range,step_regularity,effective_steps,top2_mass_share,chroma_spread,sw1_L,sw1_C,sw1_hue_deg,sw1_share,sw1_hex,sw2_L,sw2_C,sw2_hue_deg,sw2_share,sw2_hex,sw3_L,sw3_C,sw3_hue_deg,sw3_share,sw3_hex,sw4_L,sw4_C,sw4_hue_deg,sw4_share,sw4_hex,sw5_L,sw5_C,sw5_hue_deg,sw5_share,sw5_hex,sw6_L,sw6_C,sw6_hue_deg,sw6_share,sw6_hex
103,P02,P02_s2718281_B1_pos_d030_00001_,,B1_pos_d030,0.03,15.7296,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s2718281_B1_pos_d030_00001_.png,P02_s2718281_B1_pos_d030_00001_.png,,7919c95fcf,P02_s2718281_B1_pos_d030_00001_.png,1024.0,1280.0,89.7091,11.9264,96.14,0.1346,#e9e1cb,4.2425,1.7437,72.4,0.1917,#110e0b,0.818,82.5398,16.6728,5.0,0.3422,40.5223,2.5821,1.1733,52.64,0.1965,#0c0907,51.4562,41.6956,44.19,0.0448,#b6654a,55.3758,27.8361,134.29,0.0886,#6e8d61,61.9361,39.6946,79.42,0.0187,#b78f50,69.2505,18.8635,58.53,0.0475,#c5a28d,85.1219,12.1421,179.82,0.1457,#bbdcd4
104,P02,P02_s2718281_B1_pos_d045_00001_,,B1_pos_d045,0.045001,23.69,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s2718281_B1_pos_d045_00001_.png,P02_s2718281_B1_pos_d045_00001_.png,,7919c95fcf,P02_s2718281_B1_pos_d045_00001_.png,1024.0,1280.0,92.0031,11.8891,197.21,0.2258,#ccefee,2.6886,0.8494,64.16,0.2002,#0c0908,0.7703,89.6188,14.6679,5.0,0.3786,48.3012,1.5874,0.3883,60.2,0.2364,#070605,46.7535,48.6895,41.6,0.0349,#b1533a,60.9483,40.9008,125.52,0.0932,#7d9d56,61.6465,45.9052,86.24,0.0239,#b19141,75.1634,28.8871,51.14,0.0286,#e7ac91,91.2062,11.9288,92.45,0.1422,#eee5cf
105,P02,P02_s2718281_B1_pos_d060_00001_,,B1_pos_d060,0.06,31.7657,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s2718281_B1_pos_d060_00001_.png,P02_s2718281_B1_pos_d060_00001_.png,,7919c95fcf,P02_s2718281_B1_pos_d060_00001_.png,1024.0,1280.0,92.1085,9.4178,192.09,0.2594,#d3eeec,4.911,9.9382,301.49,0.1982,#130e1d,0.7537,87.0804,9.0115,6.0,0.3556,57.4079,3.6719,4.5789,302.36,0.2034,#0f0c14,36.7655,33.6346,129.88,0.0522,#405f2b,55.3791,51.2564,53.37,0.0633,#c56e3e,62.2671,61.9868,127.98,0.0982,#6aa639,72.7789,54.2343,88.1,0.024,#d2af4c,90.7523,14.6873,87.21,0.1522,#f2e3c9
106,P02,P02_s2718281_B6_neg_d030_00001_,,B6_neg_d030,0.03,-21.3119,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s2718281_B6_neg_d030_00001_.png,P02_s2718281_B6_neg_d030_00001_.png,,7919c95fcf,P02_s2718281_B6_neg_d030_00001_.png,1024.0,1280.0,90.536,14.5614,300.76,0.1296,#e7e0fc,51.8548,45.5622,296.08,0.0955,#7573c2,0.7755,31.5718,3.9859,3.0,0.2498,27.735,49.2628,39.9641,295.04,0.0646,#6e6eb3,51.5676,48.6725,296.62,0.0568,#7472c6,59.7406,45.1593,295.81,0.0797,#8a88d8,73.0004,20.9375,296.09,0.0677,#b3afd6,77.2117,31.396,294.28,0.1263,#bbb9f4,80.8346,25.9584,294.94,0.1235,#c7c4f5
107,P02,P02_s2718281_B6_neg_d045_00001_,,B6_neg_d045,0.045001,-32.21,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s2718281_B6_neg_d045_00001_.png,P02_s2718281_B6_neg_d045_00001_.png,,7919c95fcf,P02_s2718281_B6_neg_d045_00001_.png,1024.0,1280.0,88.1459,8.153,346.5,0.1744,#ebd8e1,69.2552,11.4593,352.22,0.0748,#bda2ac,0.3359,9.6329,1.7732,1.0,0.1926,4.4731,66.7702,11.4108,358.04,0.0497,#b79ca3,71.7617,13.3455,327.88,0.0853,#bfa9bd,74.5627,8.8724,8.69,0.054,#c9b2b5,74.7349,9.6929,343.52,0.093,#c7b2bd,75.3471,13.0607,341.74,0.0995,#cdb2c1,76.4032,13.1107,18.31,0.0452,#d7b4b5
108,P02,P02_s2718281_B6_neg_d060_00001_,,B6_neg_d060,0.06,-43.405426,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s2718281_B6_neg_d060_00001_.png,P02_s2718281_B6_neg_d060_00001_.png,,7919c95fcf,P02_s2718281_B6_neg_d060_00001_.png,1024.0,1280.0,82.9314,10.8484,36.91,0.1775,#e4c9c3,33.7335,14.9775,349.55,0.0516,#644754,0.596,40.328,8.4501,4.0,0.1827,8.1921,30.2867,15.0653,348.77,0.045,#5c3f4c,54.3949,19.5305,2.72,0.0777,#a37681,60.2344,12.2722,27.51,0.095,#a88a88,68.0197,13.2066,39.71,0.0802,#be9f97,68.0906,11.3384,10.48,0.0878,#bc9fa3,70.6147,17.2422,12.95,0.0802,#cea2a6
109,P02,P02_s2718281_B6_pos_d030_00001_,,B6_pos_d030,0.03,21.3119,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s2718281_B6_pos_d030_00001_.png,P02_s2718281_B6_pos_d030_00001_.png,,7919c95fcf,P02_s2718281_B6_pos_d030_00001_.png,1024.0,1280.0,73.6232,45.3827,117.03,0.0907,#a9be69,1.3474,2.1038,73.89,0.3006,#090400,0.9218,67.5251,8.1309,5.0,0.3382,56.1415,0.5539,0.9749,58.44,0.2538,#040200,22.756,31.522,87.08,0.0519,#443400,24.2738,35.5023,114.85,0.0843,#313f01,47.0359,52.6781,114.68,0.0574,#627812,59.5235,38.373,146.52,0.0509,#5e9d69,68.0789,57.1164,109.7,0.0264,#a1ae3e
110,P02,2718281,B6_pos,B6_pos_d045,0.045001,32.21,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s2718281_B6_pos_d045_00001_.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,P02,2718281,B6_pos,B6_pos_d060,0.06,43.405426,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s2718281_B6_pos_d060_00001_.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,P02,P02_s2718281_baseline_00001_,,baseline,0.0,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s2718281_baseline_00001_.png,P02_s2718281_baseline_00001_.png,,7919c95fcf,P02_s2718281_baseline_00001_.png,1024.0,1280.0,88.3362,12.7721,91.89,0.1065,#e7ddc6,4.8699,1.2648,78.63,0.1971,#12100e,0.8602,80.1834,16.747,3.0,0.4021,32.6533,3.7325,0.9277,61.19,0.1985,#0f0d0c,46.9919,33.5811,44.68,0.0384,#9f5f49,50.9216,12.2331,71.33,0.1211,#887666,53.3873,30.9883,78.36,0.0163,#9a7a4b,55.82,24.3754,131.54,0.0817,#758d66,83.9159,10.6736,180.86,0.2037,#bbd7d1
113,P02,P02_s2718281_scrA_neg_d030_00001_,,scrA_neg_d030,0.03,-15.7296,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s2718281_scrA_neg_d030_00001_.png,P02_s2718281_scrA_neg_d030_00001_.png,,7919c95fcf,P02_s2718281_scrA_neg_d030_00001_.png,1024.0,1280.0,89.4357,12.2932,103.03,0.1196,#e5e2ca,5.9477,1.2719,90.04,0.1817,#141311,0.8196,78.7271,15.2812,5.0,0.3254,31.9195,4.0541,0.7131,60.79,0.1801,#100e0d,48.8253,23.6706,132.91,0.1039,#637b56,49.3643,32.6326,43.45,0.0474,#a56551,56.4062,32.0167,86.09,0.0132,#9d844f,71.1751,19.1569,65.03,0.0267,#c9a88f,82.7812,10.9165,174.87,0.1454,#b8d4cc
114,P02,P02_s2718281_scrA_neg_d045_00001_,,scrA_neg_d045,0.045001,-23.69,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s2718281_scrA_neg_d045_00001_.png,P02_s2718281_scrA_neg_d045_00001_.png,,7919c95fcf,P02_s2718281_scrA_neg_d045_00001_.png,1024.0,1280.0,86.1015,14.699,91.35,0.1337,#e2d7bc,3.1861,0.5488,47.99,0.1853,#0d0b0b,0.8916,73.7593,9.5514,6.0,0.3069,47.3974,2.6853,0.5021,345.22,0.1947,#0b090a,34.9598,14.1906,148.13,0.1122,#425746,41.0968,41.1837,39.22,0.0283,#994938,51.4349,31.3719,128.87,0.0502,#678350,68.6995,47.8995,95.84,0.0128,#baa84f,76.4447,20.7371,61.9,0.0255,#dbb59b
115,P02,P02_s2718281_scrA_neg_d060_00001_,,scrA_neg_d060,0.06,-31.7657,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s2718281_scrA_neg_d060_00001_.png,P02_s2718281_scrA_neg_d060_00001_.png,,7919c95fcf,P02_s2718281_scrA_neg_d060_00001_.png,1024.0,1280.0,71.0345,13.7867,204.27,0.0973,#8eb5b8,8.6583,5.1627,233.7,0.1806,#111a1e,0.9304,66.9486,5.2394,6.0,0.2139,21.103,6.9577,4.6419,232.28,0.131,#0d171a,22.307,14.5959,147.86,0.083,#263a29,37.7817,25.7449,141.21,0.0307,#3f613e,42.9555,12.6507,69.0,0.0383,#746252,53.2896,18.6782,185.62,0.0469,#568882,73.9063,23.865,218.84,0.0198,#78c1d0
116,P02,P02_s2718281_scrA_pos_d030_00001_,,scrA_pos_d030,0.03,15.7296,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s2718281_scrA_pos_d030_00001_.png,P02_s2718281_scrA_pos_d030_00001_.png,,7919c95fcf,P02_s2718281_scrA_pos_d030_00001_.png,1024.0,1280.0,87.9265,13.3098,89.72,0.1299,#e7dcc3,2.9963,0.731,41.2,0.2358,#0d0a0a,0.8808,83.4429,15.5837,5.0,0.3322,35.3249,1.9552,0.6695,15.05,0.2371,#090707,44.5683,35.9944,43.54,0.0479,#9c5741,45.6166,24.3534,142.16,0.082,#537452,53.9798,17.325,66.63,0.0735,#977c66,80.3269,16.6604,192.91,0.0796,#a0d0ce,85.3981,9.0894,170.77,0.0951,#c4dad2
117,P02,P02_s2718281_scrA_pos_d045_00001_,,scrA_pos_d045,0.045001,23.69,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s2718281_scrA_pos_d045_00001_.png,P02_s2718281_scrA_pos_d045_00001_.png,,7919c95fcf,P02_s2718281_scrA_pos_d045_00001_.png,1024.0,1280.0,84.8374,25.5097,76.4,0.0808,#f0cea5,2.1906,0.5235,314.99,0.3886,#090809,0.9323,82.6379,7.1253,5.0,0.4704,54.6752,1.4751,0.7948,291.07,0.3824,#050507,22.8637,46.2974,310.49,0.0108,#45266c,27.7829,26.3081,47.94,0.0881,#623624,42.0187,55.47,36.56,0.03,#ad3e2f,58.0978,25.7812,277.59,0.0112,#778cb8,84.113,11.8227,126.32,0.0761,#ccd5c0
118,P02,P02_s2718281_scrA_pos_d060_00001_,,scrA_pos_d060,0.06,31.7657,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s2718281_scrA_pos_d060_00001_.png,P02_s2718281_scrA_pos_d060_00001_.png,,7919c95fcf,P02_s2718281_scrA_pos_d060_00001_.png,1024.0,1280.0,64.0764,10.4461,129.46,0.0657,#959e8d,1.8627,1.1647,14.51,0.5094,#0a0606,0.9689,63.7711,8.2523,6.0,0.4593,47.1267,1.0422,0.4269,325.6,0.4087,#040404,13.7636,21.561,296.74,0.019,#21203e,23.2868,23.8002,138.89,0.0506,#223e1f,29.7251,47.5536,42.46,0.0271,#7e2a15,58.321,26.1113,178.05,0.0467,#52998a,64.8134,12.3038,74.76,0.0312,#ac9b88
119,P02,P02_s2718281_scrB_neg_d030_00001_,,scrB_neg_d030,0.03,-21.3119,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s2718281_scrB_neg_d030_00001_.png,P02_s2718281_scrB_neg_d030_00001_.png,,7919c95fcf,P02_s2718281_scrB_neg_d030_00001_.png,1024.0,1280.0,91.3441,66.5541,111.2,0.1727,#dff069,23.1836,30.1103,96.1,0.1105,#3f3805,0.8443,69.9979,8.6614,5.0,0.2164,51.7571,16.1489,22.1636,105.34,0.0351,#292a05,37.9936,46.6585,77.9,0.0707,#785203,47.5302,69.2569,55.75,0.029,#ba5200,55.6703,65.4453,71.29,0.0644,#bd7502,82.2275,53.4014,111.68,0.022,#c7d56c,86.1468,73.9207,95.39,0.1457,#f1d83f
120,P02,P02_s2718281_scrB_neg_d045_00001_,,scrB_neg_d045,0.045001,-32.21,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s2718281_scrB_neg_d045_00001_.png,P02_s2718281_scrB_neg_d045_00001_.png,,7919c95fcf,P02_s2718281_scrB_neg_d045_00001_.png,1024.0,1280.0,81.9472,79.721,88.67,0.0402,#f4c71c,29.6785,42.2163,69.85,0.1553,#673c00,0.9445,45.7386,5.2179,5.0,0.1874,37.9644,28.6816,40.8353,71.01,0.128,#623b00,42.6588,61.4103,58.66,0.0594,#a24c00,43.0512,52.7072,75.67,0.0522,#8c5c00,58.001,67.5047,72.34,0.0245,#c37c00,66.814,70.157,84.8,0.0104,#cb9c06,74.4202,78.7997,77.41,0.0251,#f3a909
121,P02,2718281,scrB_neg,scrB_neg_d060,0.06,-43.405426,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s2718281_scrB_neg_d060_00001_.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,P02,P02_s2718281_scrB_pos_d030_00001_,,scrB_pos_d030,0.03,21.3119,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s2718281_scrB_pos_d030_00001_.png,P02_s2718281_scrB_pos_d030_00001_.png,,7919c95fcf,P02_s2718281_scrB_pos_d030_00001_.png,1024.0,1280.0,32.8277,46.8931,299.27,0.042,#49448e,0.1202,1.9054,291.24,0.4688,#000005,0.9516,42.7244,8.675,3.0,0.4289,55.2051,0.061,1.1704,290.51,0.3633,#000003,2.8984,18.9345,292.39,0.0265,#070724,6.1096,17.4877,323.4,0.0436,#1f0c22,18.1846,56.3756,297.88,0.0656,#082376,18.7678,46.2333,293.45,0.0547,#0b286c,42.7854,30.4369,300.83,0.0161,#685e90
123,P02,P02_s2718281_scrB_pos_d045_00001_,,scrB_pos_d045,0.045001,32.21,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s2718281_scrB_pos_d045_00001_.png,P02_s2718281_scrB_pos_d045_00001_.png,,7919c95fcf,P02_s2718281_scrB_pos_d045_00001_.png,1024.0,1280.0,80.4638,9.3949,158.93,0.0801,#b9ccc1,5.5672,3.2533,253.4,0.2133,#0e1317,0.9549,80.1417,6.514,6.0,0.2792,27.9447,4.206,2.6837,253.23,0.1824,#0a0f13,9.8703,19.4655,276.73,0.0968,#051c35,35.8041,30.6285,262.87,0.0826,#155985,54.0504,26.3818,243.96,0.0598,#4589aa,69.4843,16.9238,219.06,0.0659,#82b2bc,84.3477,16.515,115.23,0.0178,#d1d6b6
124,P02,P02_s2718281_scrB_pos_d060_00001_,,scrB_pos_d060,0.06,43.405426,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s2718281_scrB_pos_d060_00001_.png,P02_s2718281_scrB_pos_d060_00001_.png,,7919c95fcf,P02_s2718281_scrB_pos_d060_00001_.png,1024.0,1280.0,97.4984,10.5394,197.53,0.2637,#dffefe,94.2828,22.4124,142.73,0.0321,#d5f8d4,0.102,5.2702,0.7118,1.0,0.2453,12.8467,91.6092,16.4871,151.92,0.0628,#cfefd8,92.5966,21.5891,133.2,0.0438,#d9f1cb,93.1141,28.8335,139.45,0.0292,#cdf6c6,93.2926,22.468,170.52,0.0274,#bef8e4,95.5227,21.5842,150.34,0.0984,#d4fcdd,96.8795,15.9867,142.23,0.1469,#e4fde3
125,P02,P02_s3141592_B1_neg_d030_00001_,,B1_neg_d030,0.03,-15.7296,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s3141592_B1_neg_d030_00001_.png,P02_s3141592_B1_neg_d030_00001_.png,,7919c95fcf,P02_s3141592_B1_neg_d030_00001_.png,1024.0,1280.0,87.6918,11.2041,106.04,0.1083,#dfddc7,6.9175,1.4272,68.6,0.2024,#171513,0.8636,74.3327,11.8247,6.0,0.3472,34.1406,5.2168,0.9639,57.95,0.1871,#131110,42.9855,35.1045,46.37,0.0581,#95553d,57.6625,25.6626,124.77,0.0398,#7e9165,66.2714,14.3281,85.48,0.0429,#ada088,72.7866,25.0395,60.21,0.0281,#d7a98c,79.5495,12.1224,190.39,0.1601,#aaccc9
126,P02,P02_s3141592_B1_neg_d045_00001_,,B1_neg_d045,0.045001,-23.69,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s3141592_B1_neg_d045_00001_.png,P02_s3141592_B1_neg_d045_00001_.png,,7919c95fcf,P02_s3141592_B1_neg_d045_00001_.png,1024.0,1280.0,87.1935,11.7641,104.02,0.1549,#dedbc5,7.6593,5.4324,58.96,0.1828,#1d1510,0.8313,71.9638,8.8165,5.0,0.3091,38.6692,5.3988,3.7595,57.59,0.1648,#17110c,19.358,14.4968,54.21,0.0805,#402a1e,43.5866,42.4287,51.02,0.0559,#9c5431,54.4329,25.6567,73.93,0.0753,#9c7d58,54.4523,30.7618,125.6,0.0615,#728a56,77.3626,12.1915,173.8,0.1443,#a7c6bc
127,P02,P02_s3141592_B1_neg_d060_00001_,,B1_neg_d060,0.06,-31.7657,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s3141592_B1_neg_d060_00001_.png,P02_s3141592_B1_neg_d060_00001_.png,,7919c95fcf,P02_s3141592_B1_neg_d060_00001_.png,1024.0,1280.0,70.4276,28.6135,91.96,0.1214,#bdab78,24.5037,22.4842,78.73,0.072,#4a3719,0.8742,52.0924,10.0462,3.0,0.2415,22.3432,17.3092,18.8621,76.86,0.0284,#382810,42.9807,31.9691,86.35,0.1288,#796330,43.0576,36.4205,64.6,0.0835,#8c5b2f,46.2743,37.2106,109.25,0.0816,#6c7230,50.4035,23.4989,103.6,0.1127,#7d7a51,69.4016,14.8673,109.41,0.0955,#abab90
128,P02,P02_s3141592_B1_pos_d030_00001_,,B1_pos_d030,0.03,15.7296,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s3141592_B1_pos_d030_00001_.png,P02_s3141592_B1_pos_d030_00001_.png,,7919c95fcf,P02_s3141592_B1_pos_d030_00001_.png,1024.0,1280.0,87.0615,9.0661,169.55,0.1855,#c9dfd7,3.8614,1.8393,82.14,0.182,#100d0a,0.8,87.9421,14.1621,5.0,0.3447,40.6147,2.864,1.4637,69.07,0.2057,#0d0a07,40.2504,17.615,151.14,0.1389,#496651,51.0812,42.0784,43.67,0.0387,#b5634a,57.451,28.8413,132.68,0.0748,#749364,59.3351,40.3176,77.6,0.0191,#b18849,90.8061,14.1533,88.66,0.0774,#f1e3ca
129,P02,P02_s3141592_B1_pos_d045_00001_,,B1_pos_d045,0.045001,23.69,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s3141592_B1_pos_d045_00001_.png,P02_s3141592_B1_pos_d045_00001_.png,,7919c95fcf,P02_s3141592_B1_pos_d045_00001_.png,1024.0,1280.0,91.2304,13.4927,193.89,0.187,#c6eeec,2.3479,0.7975,72.43,0.1931,#0a0807,0.8209,89.0518,16.6569,5.0,0.3694,52.5383,1.6194,0.372,65.04,0.2217,#070605,50.7647,52.9104,44.82,0.0355,#bf5c3b,56.868,50.379,82.19,0.0179,#aa822d,58.5711,42.4322,118.66,0.0507,#7f9549,75.7828,28.5295,50.82,0.0259,#e9ae93,90.6712,11.7427,93.85,0.1477,#ece4ce
130,P02,P02_s3141592_B1_pos_d060_00001_,,B1_pos_d060,0.06,31.7657,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s3141592_B1_pos_d060_00001_.png,P02_s3141592_B1_pos_d060_00001_.png,,7919c95fcf,P02_s3141592_B1_pos_d060_00001_.png,1024.0,1280.0,91.3469,9.2895,196.08,0.2371,#d1eceb,4.4814,3.0503,312.47,0.1995,#110e13,0.7603,86.2492,21.0493,4.0,0.3815,54.1966,3.6716,2.8341,308.43,0.2434,#0f0c11,61.6563,46.5951,58.26,0.0992,#cf834f,71.1808,57.0307,125.7,0.0779,#8cbd56,72.0961,35.1638,131.26,0.0511,#97bb7f,74.2815,55.0794,90.09,0.0235,#d4b44d,89.9208,13.7142,88.65,0.1381,#eee1c8
131,P02,P02_s3141592_B6_neg_d030_00001_,,B6_neg_d030,0.03,-21.3119,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s3141592_B6_neg_d030_00001_.png,P02_s3141592_B6_neg_d030_00001_.png,,7919c95fcf,P02_s3141592_B6_neg_d030_00001_.png,1024.0,1280.0,87.6204,16.415,298.72,0.1102,#ded8f7,49.6615,35.6139,299.36,0.0934,#776eab,0.7288,34.8847,3.7663,4.0,0.206,19.1099,43.3588,29.6697,300.85,0.0148,#6a6091,54.7706,38.2427,298.81,0.0896,#847bbd,65.2863,27.1702,298.74,0.038,#a199c9,67.0489,19.1329,302.17,0.0557,#a89ec0,74.6133,34.7235,296.39,0.1163,#b6b1f1,78.2436,30.8027,296.19,0.0595,#c1bbf5
132,P02,P02_s3141592_B6_neg_d045_00001_,,B6_neg_d045,0.045001,-32.21,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s3141592_B6_neg_d045_00001_.png,P02_s3141592_B6_neg_d045_00001_.png,,7919c95fcf,P02_s3141592_B6_neg_d045_00001_.png,1024.0,1280.0,76.5319,10.9526,321.88,0.0975,#c8b8c9,62.0653,14.2072,331.22,0.0797,#a78fa2,0.1472,6.6191,0.4286,1.0,0.1532,8.2999,58.7586,14.8652,331.6,0.0518,#9f869a,60.5593,12.1114,339.59,0.0438,#a38c9a,61.7447,16.6042,326.27,0.0785,#a78da6,63.6055,10.866,334.87,0.0747,#a895a2,64.5038,9.3908,351.48,0.0501,#ac979f,65.3777,17.6907,321.52,0.0656,#af97b3
133,P02,P02_s3141592_B6_neg_d060_00001_,,B6_neg_d060,0.06,-43.405426,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s3141592_B6_neg_d060_00001_.png,P02_s3141592_B6_neg_d060_00001_.png,,7919c95fcf,P02_s3141592_B6_neg_d060_00001_.png,1024.0,1280.0,84.2405,6.8927,21.06,0.1467,#e1cece,48.5251,17.6381,354.99,0.0629,#8f6976,0.6877,28.2383,1.9246,4.0,0.1959,10.3948,44.7778,18.1379,354.71,0.0341,#865f6d,53.0942,12.3086,13.33,0.0477,#95787a,60.0815,19.9964,352.59,0.0929,#b18596,63.8971,16.0536,349.86,0.0991,#b591a0,69.8493,9.6015,28.81,0.0828,#bea5a3,73.0161,15.6366,0.41,0.0968,#d0a9b4
134,P02,P02_s3141592_B6_pos_d030_00001_,,B6_pos_d030,0.03,21.3119,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s3141592_B6_pos_d030_00001_.png,P02_s3141592_B6_pos_d030_00001_.png,,7919c95fcf,P02_s3141592_B6_pos_d030_00001_.png,1024.0,1280.0,71.9068,51.4531,114.9,0.0479,#a5b958,1.3659,2.0666,81.42,0.3554,#080500,0.9639,70.7758,6.6293,5.0,0.4193,60.1834,1.01,1.5502,76.81,0.3377,#060300,14.6714,24.2904,120.59,0.0553,#1d2901,18.9296,27.0563,85.48,0.0815,#3b2c00,43.9565,47.7714,100.54,0.0441,#6f6a0e,59.1419,61.7335,116.75,0.023,#7a9a21,71.7858,43.1276,129.94,0.0456,#91bc72
135,P02,P02_s3141592_B6_pos_d045_00001_,,B6_pos_d045,0.045001,32.21,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s3141592_B6_pos_d045_00001_.png,P02_s3141592_B6_pos_d045_00001_.png,,7919c95fcf,P02_s3141592_B6_pos_d045_00001_.png,1024.0,1280.0,7.8691,11.7303,96.25,0.0405,#1c1700,0.0314,0.1075,25.46,0.6163,#000000,0.7929,27.9102,5.1669,3.0,0.6832,31.3936,0.0106,0.0288,33.14,0.6798,#000000,15.3692,23.1251,106.91,0.0034,#272800,16.1189,23.4446,95.13,0.0032,#2f2800,18.6116,26.9799,101.66,0.0024,#312f00,21.984,31.4224,105.49,0.0013,#353700,27.9208,16.2919,118.85,0.001,#3e452c
136,P02,3141592,B6_pos,B6_pos_d060,0.06,43.405426,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s3141592_B6_pos_d060_00001_.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,P02,P02_s3141592_baseline_00001_,,baseline,0.0,0.0,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_rotations_clean_v1_steps7\renders\P02_s3141592_baseline_00001_.png,P02_s3141592_baseline_00001_.png,,7919c95fcf,P02_s3141592_baseline_00001_.png,1024.0,1280.0,87.4407,12.4828,91.58,0.0991,#e4dac4,4.8791,1.5016,78.05,0.207,#12100e,0.8922,79.6737,14.316,6.0,0.3712,32.5395,3.3912,1.007,66.92,0.1935,#0e0c0a,46.7956,33.5465,43.29,0.0479,#9f5e4a,53.0645,23.4522,134.96,0.068,#6c8662,59.3876,31.4586,86.06,0.0161,#a58c58,76.2655,23.2581,55.87,0.0191,#e0b399,83.0648,10.7229,184.78,0.1778,#b8d5d0
