prompt_id,prompt_sha1,condition,seed,file_path,filename,body_area_frac,contrast_proxy_frac,file,colorfulness_hs
S5_ukiyoe,831f2d868c,preset_pos_1x,1337,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S5_ukiyoe_preset_pos_1x_seed1337_00001_.png,S5_ukiyoe_preset_pos_1x_seed1337_00001_.png,0.306024169921875,0.2012969970703125,S5_ukiyoe_preset_pos_1x_seed1337_00001_.png,52.27431488037109
S5_ukiyoe,831f2d868c,preset_pos_1x,9999,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S5_ukiyoe_preset_pos_1x_seed9999_00001_.png,S5_ukiyoe_preset_pos_1x_seed9999_00001_.png,0.2453277587890625,0.0589447021484375,S5_ukiyoe_preset_pos_1x_seed9999_00001_.png,43.76813507080078
S5_ukiyoe,831f2d868c,preset_pos_1x,4242145,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S5_ukiyoe_preset_pos_1x_seed4242145_00001_.png,S5_ukiyoe_preset_pos_1x_seed4242145_00001_.png,0.2990814208984375,0.097265625,S5_ukiyoe_preset_pos_1x_seed4242145_00001_.png,42.38227462768555
S5_ukiyoe,831f2d868c,preset_pos_2x,42,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S5_ukiyoe_preset_pos_2x_seed42_00001_.png,S5_ukiyoe_preset_pos_2x_seed42_00001_.png,0.36416015625,0.087432861328125,S5_ukiyoe_preset_pos_2x_seed42_00001_.png,40.57899856567383
S5_ukiyoe,831f2d868c,preset_pos_2x,777,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S5_ukiyoe_preset_pos_2x_seed777_00001_.png,S5_ukiyoe_preset_pos_2x_seed777_00001_.png,0.34532470703125,0.092431640625,S5_ukiyoe_preset_pos_2x_seed777_00001_.png,41.079856872558594
S5_ukiyoe,831f2d868c,preset_pos_2x,1337,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S5_ukiyoe_preset_pos_2x_seed1337_00001_.png,S5_ukiyoe_preset_pos_2x_seed1337_00001_.png,0.39600830078125,0.047674560546875,S5_ukiyoe_preset_pos_2x_seed1337_00001_.png,50.51258087158203
S5_ukiyoe,831f2d868c,preset_pos_2x,9999,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S5_ukiyoe_preset_pos_2x_seed9999_00001_.png,S5_ukiyoe_preset_pos_2x_seed9999_00001_.png,0.341766357421875,0.1914093017578125,S5_ukiyoe_preset_pos_2x_seed9999_00001_.png,40.552982330322266
S5_ukiyoe,831f2d868c,preset_pos_2x,4242145,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S5_ukiyoe_preset_pos_2x_seed4242145_00001_.png,S5_ukiyoe_preset_pos_2x_seed4242145_00001_.png,0.3594482421875,0.091595458984375,S5_ukiyoe_preset_pos_2x_seed4242145_00001_.png,41.81136322021485
S5_ukiyoe,831f2d868c,blockshuf_neg_1x,42,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S5_ukiyoe_blockshuf_neg_1x_seed42_00001_.png,S5_ukiyoe_blockshuf_neg_1x_seed42_00001_.png,0.269708251953125,0.196337890625,S5_ukiyoe_blockshuf_neg_1x_seed42_00001_.png,52.18358612060547
S5_ukiyoe,831f2d868c,blockshuf_neg_1x,777,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S5_ukiyoe_blockshuf_neg_1x_seed777_00001_.png,S5_ukiyoe_blockshuf_neg_1x_seed777_00001_.png,0.2104248046875,0.2256500244140625,S5_ukiyoe_blockshuf_neg_1x_seed777_00001_.png,51.08054733276367
S5_ukiyoe,831f2d868c,blockshuf_neg_1x,1337,C:\StabilityMatrix-win-x64\Data\Packages\ComfyUI\output\benchmark_stage9\renders\S5_ukiyoe_blockshuf_neg_1x_seed1337_00001_.png,S5_ukiyoe_blockshuf_neg_1x_seed1337_00001_.png,0.28092041015625,0.231207275390625,S5_ukiyoe_blockshuf_neg_1x_seed1337_00001_.png,48.46129989624024
